id,title,rating,date,body,sentiment,category,satisfied,text
2237,J ai commandé un appareil photo d une…,1,2024-05-17 00:00:00+00:00,"J ai commandé un appareil photo d une valeur de 850€ soi disant livre a une adresse précise avec téléphone ….rien reçu de ce fait j ai contacté le vendeur afin de lui demander un bon de livraison émarge 
En retour on me demande de porter plainte au commissariat et une attestation sur l honneur !!!; 
Alors qu un bon de livraison émargé serait plus simple
Conclusion le chauffeur peut faire et dire ce qu il veut c est votre parole contre la sienne !!! Tout simplement scandaleux ce site à éviter ",Negative,Electronics,0,"J ai commandé un appareil photo d une… J ai commandé un appareil photo d une valeur de 850€ soi disant livre a une adresse précise avec téléphone ….rien reçu de ce fait j ai contacté le vendeur afin de lui demander un bon de livraison émarge 
En retour on me demande de porter plainte au commissariat et une attestation sur l honneur !!!; 
Alors qu un bon de livraison émargé serait plus simple
Conclusion le chauffeur peut faire et dire ce qu il veut c est votre parole contre la sienne !!! Tout simplement scandaleux ce site à éviter "
2238,Très bien,5,2024-05-25 00:00:00+00:00,"Sans souci, la transaction s'edt bien passée ",Negative,Uncategorized,1,"Très bien Sans souci, la transaction s'edt bien passée "
2239,Vendeur très professionnel,5,2024-06-01 00:00:00+00:00,"Vendeur très professionnel. 
Envoi rapide et soigné. 
Livre en parfait état comme annoncé. ",Positive,Shipping,1,"Vendeur très professionnel Vendeur très professionnel. 
Envoi rapide et soigné. 
Livre en parfait état comme annoncé. "
2240,Rapide et bien emballé,5,2024-06-01 00:00:00+00:00,Rapide et bien emballé,Positive,Uncategorized,1,Rapide et bien emballé Rapide et bien emballé
2241,Envoi conforme à l'annonce.,5,2024-06-01 00:00:00+00:00,Envoi conforme à l'annonce.,Negative,Shipping,1,Envoi conforme à l'annonce. Envoi conforme à l'annonce.
2242,Efficace,5,2024-05-25 00:00:00+00:00,Envoi rapide. Bon achat.,Neutral,Shipping,1,Efficace Envoi rapide. Bon achat.
2243,NICKEL,5,2024-05-25 00:00:00+00:00,RAS ! NICKEL !!,Negative,Uncategorized,1,NICKEL RAS ! NICKEL !!
2244,Des voleurs rakuten ! Ne vendez jamais dessus car vous n’aurez jamais votre argent ,1,2024-06-02 00:00:00+00:00,"Depuis la vente d’un article RAKUTEN me bloque mon porte monnaie.

Impossible de récupérer mon argent

Depuis des mois et des mois on me mène en bateau il n’y a aucune solution !

J’ai donc décidé de signaler le site + envoi d’un mail au siège du Luxembourg pour pratique frauduleuse

Suite à votre réponse à mon commentaire et après plusieurs jours, rien à été résolu!

Évitez tous d’acheter et vendre sur ce site 


Réponse à votre réponse du 13/06 : l’adresse mail que je vous ai indiqué est la bonne. Sur le lien que vous m’avez envoyé ils ne peuvent rien faire que de me faire patienter !!! 

Donc arrivé un moment arrêter de me prendre pour un lapin de 3 semaines et assumer un peu que vous m’avez voler ",Negative,Shipping,0,"Des voleurs rakuten ! Ne vendez jamais dessus car vous n’aurez jamais votre argent  Depuis la vente d’un article RAKUTEN me bloque mon porte monnaie.

Impossible de récupérer mon argent

Depuis des mois et des mois on me mène en bateau il n’y a aucune solution !

J’ai donc décidé de signaler le site + envoi d’un mail au siège du Luxembourg pour pratique frauduleuse

Suite à votre réponse à mon commentaire et après plusieurs jours, rien à été résolu!

Évitez tous d’acheter et vendre sur ce site 


Réponse à votre réponse du 13/06 : l’adresse mail que je vous ai indiqué est la bonne. Sur le lien que vous m’avez envoyé ils ne peuvent rien faire que de me faire patienter !!! 

Donc arrivé un moment arrêter de me prendre pour un lapin de 3 semaines et assumer un peu que vous m’avez voler "
2245,Aucun problème tout c bien déroulé,5,2024-06-01 00:00:00+00:00,Aucun problème tout c bien déroulé ,Negative,Customer Service,1,Aucun problème tout c bien déroulé Aucun problème tout c bien déroulé 
2246,Envoi rapide et article très…,5,2024-05-25 00:00:00+00:00,"Envoi rapide et article très satisfaisant !
",Neutral,Shipping,1,"Envoi rapide et article très… Envoi rapide et article très satisfaisant !
"
2247,Excellent,5,2024-05-25 00:00:00+00:00,Facile-clair-parfait.,Positive,Uncategorized,1,Excellent Facile-clair-parfait.
2248,Un très bon suivi des commandes,5,2024-05-25 00:00:00+00:00,"Des délais importants pour un produit coréen importé de Chine, mais une info à chaque étape.",Negative,Customer Service,1,"Un très bon suivi des commandes Des délais importants pour un produit coréen importé de Chine, mais une info à chaque étape."
2249,Très bon état,5,2024-06-01 00:00:00+00:00,Bien reçu en très bon état ,Neutral,Uncategorized,1,Très bon état Bien reçu en très bon état 
2250,Trop cher +++ Les frais pour les…,2,2024-05-25 00:00:00+00:00,"Trop cher +++ Les frais pour les vendeurs sont BEAUCOUP trop importants, surtout pour les petites ventes comme les livres ou les disques... Je me retourne vers Vinted ou Leboncoin ",Negative,Shipping,0,"Trop cher +++ Les frais pour les… Trop cher +++ Les frais pour les vendeurs sont BEAUCOUP trop importants, surtout pour les petites ventes comme les livres ou les disques... Je me retourne vers Vinted ou Leboncoin "
2251,Bon suivis de colis.,5,2024-06-01 00:00:00+00:00,Bon suivis de colis.,Negative,Shipping,1,Bon suivis de colis. Bon suivis de colis.
2252,Bon vendeur aucun problème objectif…,5,2024-06-01 00:00:00+00:00,Bon vendeur aucun problème objectif reçu en temps et en heure merci beaucoup ,Negative,Customer Service,1,Bon vendeur aucun problème objectif… Bon vendeur aucun problème objectif reçu en temps et en heure merci beaucoup 
2253,Tout c'est passé comme annoncé,5,2024-06-01 00:00:00+00:00,Tout c'est passé comme annoncé,Negative,Uncategorized,1,Tout c'est passé comme annoncé Tout c'est passé comme annoncé
2254,Satisfaite ,5,2024-05-25 00:00:00+00:00,"Délai normal, emballage très protecteur, livré en excellent état.",Positive,Shipping,1,"Satisfaite  Délai normal, emballage très protecteur, livré en excellent état."
2255,Parfait,5,2024-05-25 00:00:00+00:00,"Parfait
Je recommande",Neutral,Customer Service,1,"Parfait Parfait
Je recommande"
2256,"Objet conforme, bonne communication avec le vendeur",5,2024-05-25 00:00:00+00:00,"Objet conforme, bonne communication avec le vendeur, impeccable ! ",Neutral,Uncategorized,1,"Objet conforme, bonne communication avec le vendeur Objet conforme, bonne communication avec le vendeur, impeccable ! "
2257,Service client à revoir,3,2024-05-25 00:00:00+00:00,"J'ai effectué de nombreux achats sur Rakuten. De bonnes expériences, mais également des catastrophiques... Tout dépend des vendeurs, mais le service client Rakuten n'est pas à la hauteur... Il ne faut pas avoir de souci, sinon c'est la galère !",Negative,Customer Service,0,"Service client à revoir J'ai effectué de nombreux achats sur Rakuten. De bonnes expériences, mais également des catastrophiques... Tout dépend des vendeurs, mais le service client Rakuten n'est pas à la hauteur... Il ne faut pas avoir de souci, sinon c'est la galère !"
2258,Rakuten,5,2024-05-22 00:00:00+00:00,Rakuten est vraiment un application incroyable franchement merci .,Negative,Uncategorized,1,Rakuten Rakuten est vraiment un application incroyable franchement merci .
2259,Excellent ,5,2024-06-01 00:00:00+00:00,"Produit reçu dans les délais, parfaitement emballé. Produit correspondant à mes attentes. Je suis satisfaite ",Positive,Shipping,1,"Excellent  Produit reçu dans les délais, parfaitement emballé. Produit correspondant à mes attentes. Je suis satisfaite "
2260,Transaction efficace qui s est bien…,4,2024-06-01 00:00:00+00:00,Transaction efficace qui s est bien déroulée.,Neutral,Uncategorized,1,Transaction efficace qui s est bien… Transaction efficace qui s est bien déroulée.
2261,Tres bien,5,2024-06-01 00:00:00+00:00,"Tres bien, colis reçu ",Neutral,Shipping,1,"Tres bien Tres bien, colis reçu "
2262,SUPER !!! ne changez rien,4,2024-05-25 00:00:00+00:00,Je n'es jamais été déçu de mes commandes chez RAKUTEN. Ne changez rien :),Negative,Customer Service,1,SUPER !!! ne changez rien Je n'es jamais été déçu de mes commandes chez RAKUTEN. Ne changez rien :)
2264,Très bien ok,5,2024-06-01 00:00:00+00:00,Très bien ok,Neutral,Uncategorized,1,Très bien ok Très bien ok
2266,Pixel 7,5,2024-05-25 00:00:00+00:00,Commande efficace et rapide étant donné la distance. Très bon appareil à un prix très intéressant.,Neutral,Customer Service,1,Pixel 7 Commande efficace et rapide étant donné la distance. Très bon appareil à un prix très intéressant.
2267,Un peu compliqué ,4,2024-05-25 00:00:00+00:00,Un peu compliqué pour trouver ce qu on veux . Quand on rentre un recherche précise la réponse part dans tous les sens et pas forcément vers ce qu'on a demandé. Mais des qu on a trouvé ça va tout seul. On suit les demandé du site et on reçoit le colis ,Negative,Shipping,1,Un peu compliqué  Un peu compliqué pour trouver ce qu on veux . Quand on rentre un recherche précise la réponse part dans tous les sens et pas forcément vers ce qu'on a demandé. Mais des qu on a trouvé ça va tout seul. On suit les demandé du site et on reçoit le colis 
2268,Colis très en retard,1,2024-05-25 00:00:00+00:00,"Colis toujours pas reçu après presque 3 semaines.
J'ai réclamé et c'est le 2 jours après la réclamation que le vendeur a envoyé mon colis (d'après le site du transporteur)",Negative,Customer Service,0,"Colis très en retard Colis toujours pas reçu après presque 3 semaines.
J'ai réclamé et c'est le 2 jours après la réclamation que le vendeur a envoyé mon colis (d'après le site du transporteur)"
2269,Article conforme à la description,5,2024-05-25 00:00:00+00:00,"Article conforme à la description, envoi rapide. Je suis très satisfaite !",Positive,Shipping,1,"Article conforme à la description Article conforme à la description, envoi rapide. Je suis très satisfaite !"
2270,Très bien,5,2024-05-25 00:00:00+00:00,Très bien. Produit conforme et livré à temps.,Neutral,Shipping,1,Très bien Très bien. Produit conforme et livré à temps.
2271,rapidité ,5,2024-05-25 00:00:00+00:00,convient à l'attente ,Negative,Uncategorized,1,rapidité  convient à l'attente 
2272,Je suis très content de mon achat,5,2024-05-25 00:00:00+00:00,Je suis très content de mon achat ,Negative,Uncategorized,1,Je suis très content de mon achat Je suis très content de mon achat 
2273,Livre occasion comme neuf,5,2024-06-01 00:00:00+00:00,Achat livre d’occasion comme neuf à prix reduit. Envoi rapide et protégé. Tres bonne experience d’achat sote confiance.,Positive,Shipping,1,Livre occasion comme neuf Achat livre d’occasion comme neuf à prix reduit. Envoi rapide et protégé. Tres bonne experience d’achat sote confiance.
2274,Objets conformes aux descriptions et…,5,2024-06-01 00:00:00+00:00,Objets conformes aux descriptions et envois rapides,Neutral,Shipping,1,Objets conformes aux descriptions et… Objets conformes aux descriptions et envois rapides
2275,Satisfaisant ,5,2024-06-01 00:00:00+00:00,"Rapide, pratique et bon rapport qualité prix ",Neutral,Uncategorized,1,"Satisfaisant  Rapide, pratique et bon rapport qualité prix "
2276,Rapide,5,2024-06-01 00:00:00+00:00,"Rapide, le livre était en très bon état. Merci !!!",Neutral,Uncategorized,1,"Rapide Rapide, le livre était en très bon état. Merci !!!"
2277,J'utilise le site Rakuten à la fois pour des achats et pour des reventes,5,2024-06-01 00:00:00+00:00,J'utilise le site Rakuten à la fois pour des achats (matériel photo) et pour des reventes de matériel. Très satisfait pour ces 2 utilisations. Prix souvent parmi les plus bas et système de revente parfait.,Positive,Marketplace,1,J'utilise le site Rakuten à la fois pour des achats et pour des reventes J'utilise le site Rakuten à la fois pour des achats (matériel photo) et pour des reventes de matériel. Très satisfait pour ces 2 utilisations. Prix souvent parmi les plus bas et système de revente parfait.
2278,"Un site, un bon suivi, de bons prix !",5,2024-06-01 00:00:00+00:00,"Une bonne experience et pour le moment toujours content des achats ! Un bon suivi, des bons prix. Je recommanderais sans hesiter. A voir dans le temps.",Neutral,Customer Service,1,"Un site, un bon suivi, de bons prix ! Une bonne experience et pour le moment toujours content des achats ! Un bon suivi, des bons prix. Je recommanderais sans hesiter. A voir dans le temps."
2279,Parfait,5,2024-06-01 00:00:00+00:00,"Le site est au top. Mon expérience est surtout basée sur les livres , documents, DVD et CD. On trouve facilement ce que l'on veut et on peut vendre ou revendre également sans problème. C'est un de mes sites préférés.",Neutral,Customer Service,1,"Parfait Le site est au top. Mon expérience est surtout basée sur les livres , documents, DVD et CD. On trouve facilement ce que l'on veut et on peut vendre ou revendre également sans problème. C'est un de mes sites préférés."
2280,Bonne transaction avec les deux vendeurs,5,2024-06-01 00:00:00+00:00,Bonne transaction avec les deux vendeurs ,Neutral,Uncategorized,1,Bonne transaction avec les deux vendeurs Bonne transaction avec les deux vendeurs 
2281,j ai commande un samsung galaxy s23…,5,2024-06-01 00:00:00+00:00,j ai commande un samsung galaxy s23 ultra que j'ai recu en 48 heures top merci,Neutral,Customer Service,1,j ai commande un samsung galaxy s23… j ai commande un samsung galaxy s23 ultra que j'ai recu en 48 heures top merci
2282,Article non acheté refusé par le…,1,2024-06-01 00:00:00+00:00,"Article non acheté refusé par le vendeur 
Responsabilité de rakuten de faire respecter les ventes sur son site ",Negative,Marketplace,0,"Article non acheté refusé par le… Article non acheté refusé par le vendeur 
Responsabilité de rakuten de faire respecter les ventes sur son site "
2283,..........................,5,2024-05-31 00:00:00+00:00,..........................,Neutral,Uncategorized,1,.......................... ..........................
2284,vendeur recommandée ++++,5,2024-05-17 00:00:00+00:00,vendeur recommandée ++++,Negative,Uncategorized,1,vendeur recommandée ++++ vendeur recommandée ++++
2285,Espace de commande clair et pratique,5,2024-05-30 00:00:00+00:00,"Espace de commande clair et pratique
Vendeurs fiables",Negative,Customer Service,1,"Espace de commande clair et pratique Espace de commande clair et pratique
Vendeurs fiables"
2286,Nickel,5,2024-05-31 00:00:00+00:00,Parfait! Tout s est bien déroulé du début à la fin. Je recommande.,Positive,Customer Service,1,Nickel Parfait! Tout s est bien déroulé du début à la fin. Je recommande.
2287,envoi rapide et serieux,5,2024-05-31 00:00:00+00:00,"site facile d'utilisation, commande arrivée très rapidement, en 2 jours",Neutral,Customer Service,1,"envoi rapide et serieux site facile d'utilisation, commande arrivée très rapidement, en 2 jours"
2288,belle mentalité ,1,2024-06-02 00:00:00+00:00,"belle mentalité ! 
envisage de me traiter de menteur si je ne réponds pas ...

ils ne peuvent juste pas  comprendre que les gens soient dégoûtés par un site complètement pourri et veulent les  quitter .
",Negative,Marketplace,0,"belle mentalité  belle mentalité ! 
envisage de me traiter de menteur si je ne réponds pas ...

ils ne peuvent juste pas  comprendre que les gens soient dégoûtés par un site complètement pourri et veulent les  quitter .
"
2289,Colis très satisfait de cet achat livré en parfait état ,5,2024-05-31 00:00:00+00:00,"Colis livré en parfait état , bien emballé, correspondant bien à ma demande et dans les délais.",Positive,Shipping,1,"Colis très satisfait de cet achat livré en parfait état  Colis livré en parfait état , bien emballé, correspondant bien à ma demande et dans les délais."
2290,Le prix de mes cartouches d'encre Canon…,5,2024-05-31 00:00:00+00:00,Le prix de mes cartouches d'encre Canon est moins onéreux de 15 à 19 € par rapport à d'autres commerces en lignes ou en magasin,Negative,Marketplace,1,Le prix de mes cartouches d'encre Canon… Le prix de mes cartouches d'encre Canon est moins onéreux de 15 à 19 € par rapport à d'autres commerces en lignes ou en magasin
2291,"Parfait, de « Price Minister » à « Rakuten »",5,2024-05-31 00:00:00+00:00,"Rapide du début jusqu’à la fin. Achat entièrement réalisé sur mobile. L’annonce de l’article (fiche article) est toutefois difficilement discernable de l’annonce du revendeur. Et il arrive de confondre un prix de revendeur… tout comme par exemple, l’article acheté n’est pas visuellement présent dans l’annonce revendeur. La photographie de l’annonce de l’article (fiche article) n’est pas contractuelle à l’article réellement acheté. 

Autrement, tout est parfait. 

Si ce n’est que le cashback Poulpeo ne fonctionne pas automatiquement. Et il faut ensuite effectuer une réclamation… ",Neutral,Customer Service,1,"Parfait, de « Price Minister » à « Rakuten » Rapide du début jusqu’à la fin. Achat entièrement réalisé sur mobile. L’annonce de l’article (fiche article) est toutefois difficilement discernable de l’annonce du revendeur. Et il arrive de confondre un prix de revendeur… tout comme par exemple, l’article acheté n’est pas visuellement présent dans l’annonce revendeur. La photographie de l’annonce de l’article (fiche article) n’est pas contractuelle à l’article réellement acheté. 

Autrement, tout est parfait. 

Si ce n’est que le cashback Poulpeo ne fonctionne pas automatiquement. Et il faut ensuite effectuer une réclamation… "
2292,bien,5,2024-05-22 00:00:00+00:00,rien a dire propre,Neutral,Uncategorized,1,bien rien a dire propre
2293,Tout est ok.,5,2024-05-31 00:00:00+00:00,Tout est ok.,Neutral,Uncategorized,1,Tout est ok. Tout est ok.
2294,DEPUIS PLUS DE 10 ANS PLATINIUM JE…,5,2024-05-30 00:00:00+00:00,DEPUIS PLUS DE 10 ANS PLATINIUM JE COMMANDE CD LIVRE PNEUS SMARTPHONES BATTERIES OUTILS ETC ET CAGNOTTE DE 20 % TOUS LES 1 ER MERCREDI DU MOIS MERCI RAKUTEN ,Negative,Electronics,1,DEPUIS PLUS DE 10 ANS PLATINIUM JE… DEPUIS PLUS DE 10 ANS PLATINIUM JE COMMANDE CD LIVRE PNEUS SMARTPHONES BATTERIES OUTILS ETC ET CAGNOTTE DE 20 % TOUS LES 1 ER MERCREDI DU MOIS MERCI RAKUTEN 
2295,Merci Rakuten !!,5,2024-05-31 00:00:00+00:00,"Je viens d'acheter un S24 ULTRA à un prix imbatable. L'appareil est arrivé Scellé et en parfait état de marche. J'ai toujours été très satisfait pour tous les achats que j'ai réalisés sur ce site (S20 il y a quelques années, un ordi portable Asus...). Rien à redire.",Positive,Marketplace,1,"Merci Rakuten !! Je viens d'acheter un S24 ULTRA à un prix imbatable. L'appareil est arrivé Scellé et en parfait état de marche. J'ai toujours été très satisfait pour tous les achats que j'ai réalisés sur ce site (S20 il y a quelques années, un ordi portable Asus...). Rien à redire."
2296,bien pro,4,2024-05-31 00:00:00+00:00,"bien pro, rapide et fiable",Positive,Uncategorized,1,"bien pro bien pro, rapide et fiable"
2297,Pas de problème.,5,2024-05-31 00:00:00+00:00,Pas de problème.,Negative,Customer Service,1,Pas de problème. Pas de problème.
2298,Ce site est une très grosse arnaque,1,2024-05-15 00:00:00+00:00,"Ce site est une très grosse arnaque. J'avais commandé un Samsung A50 corail, je l'ai reçu noir. Deplus celui-ci passait son temps à s'éteindre !
Après demande de remboursement ceci était injoignable.
Je suis donc toujours pas remboursé même après envoi du téléphone ! ",Negative,Electronics,0,"Ce site est une très grosse arnaque Ce site est une très grosse arnaque. J'avais commandé un Samsung A50 corail, je l'ai reçu noir. Deplus celui-ci passait son temps à s'éteindre !
Après demande de remboursement ceci était injoignable.
Je suis donc toujours pas remboursé même après envoi du téléphone ! "
2299,Site de confiance que je recommande,5,2024-05-31 00:00:00+00:00,"Recherche facile du produit désiré sur l'application. Facilité à passer la commande, à suivre le colis et à noter le vendeur.  ",Negative,Customer Service,1,"Site de confiance que je recommande Recherche facile du produit désiré sur l'application. Facilité à passer la commande, à suivre le colis et à noter le vendeur.  "
2300,Transaction rapide dont l'objet est…,5,2024-05-31 00:00:00+00:00,Transaction rapide dont l'objet est conforme aux attentes.,Neutral,Uncategorized,1,Transaction rapide dont l'objet est… Transaction rapide dont l'objet est conforme aux attentes.
2301,"Excellente tablette 12""",5,2024-05-31 00:00:00+00:00,"Délai rapide, bon rapport qualité prix et excellente tablette Honor pad 9, je recommande le format 12 pouces. ",Positive,Electronics,1,"Excellente tablette 12"" Délai rapide, bon rapport qualité prix et excellente tablette Honor pad 9, je recommande le format 12 pouces. "
2302,Excellent service,5,2024-05-31 00:00:00+00:00,Je suis très satisfait de cette première commande. Toutes mes félicitations et remerciements à toute l'équipe et au vendeur.,Positive,Customer Service,1,Excellent service Je suis très satisfait de cette première commande. Toutes mes félicitations et remerciements à toute l'équipe et au vendeur.
2303,Ça fonctionne bien,4,2024-05-31 00:00:00+00:00,Ça fonctionne bien,Neutral,Uncategorized,1,Ça fonctionne bien Ça fonctionne bien
2304,Le livre acheté etait en tres bon etat,5,2024-05-31 00:00:00+00:00,"Le livre acheté etait en tres bon etat, tel que decrit dans l'annonce.",Negative,Uncategorized,1,"Le livre acheté etait en tres bon etat Le livre acheté etait en tres bon etat, tel que decrit dans l'annonce."
2305,Tout s est bien passé.,5,2024-05-31 00:00:00+00:00,Tout s est bien passé. ,Negative,Uncategorized,1,Tout s est bien passé. Tout s est bien passé. 
2306,Parfait,5,2024-05-31 00:00:00+00:00,"Parfait, bien reçu",Positive,Uncategorized,1,"Parfait Parfait, bien reçu"
2307,Entreprise sérieuse,5,2024-05-22 00:00:00+00:00,"Entreprise sérieuse. La livraison des articles est effectuée correctement et très sérieusement dans les meilleurs délais.
Les articles sont proposés à des prix raisonnables.
",Negative,Shipping,1,"Entreprise sérieuse Entreprise sérieuse. La livraison des articles est effectuée correctement et très sérieusement dans les meilleurs délais.
Les articles sont proposés à des prix raisonnables.
"
2308,Très bien ,5,2024-05-31 00:00:00+00:00,Nickel. Expérience positive ,Neutral,Uncategorized,1,Très bien  Nickel. Expérience positive 
2309,Bon déroulement de l'achat avec une…,5,2024-05-31 00:00:00+00:00,Bon déroulement de l'achat avec une livraison rapide,Neutral,Shipping,1,Bon déroulement de l'achat avec une… Bon déroulement de l'achat avec une livraison rapide
2310,transport,3,2024-05-31 00:00:00+00:00,le colis parti le 15 mai a transité par mondial relais et il est resté sur l'agence de Dijon plusieurs jours   en date du 22 mai et même quand je l'ai reçu il était tjrs en prise en charge a l'agence de Dijon il a fallu que l'expéditeur fasse une réclamation franchement déçu du transport mais pas l' expéditeur colis bien fait et marchandise en parfait état,Negative,Customer Service,0,transport le colis parti le 15 mai a transité par mondial relais et il est resté sur l'agence de Dijon plusieurs jours   en date du 22 mai et même quand je l'ai reçu il était tjrs en prise en charge a l'agence de Dijon il a fallu que l'expéditeur fasse une réclamation franchement déçu du transport mais pas l' expéditeur colis bien fait et marchandise en parfait état
2311,j ai trouvé moins cher que sur d autres…,5,2024-05-31 00:00:00+00:00,j ai trouvé moins cher que sur d autres sites ,Negative,Marketplace,1,j ai trouvé moins cher que sur d autres… j ai trouvé moins cher que sur d autres sites 
2312,Aspirateur balai Pas assez d'informations sur la…,3,2024-05-31 00:00:00+00:00,Pas assez d'informations sur la livraison ,Negative,Shipping,0,Aspirateur balai Pas assez d'informations sur la… Pas assez d'informations sur la livraison 
2313,colis arrivé en très bon état et en…,5,2024-05-31 00:00:00+00:00,colis arrivé en très bon état et en quelques jours seulement,Negative,Shipping,1,colis arrivé en très bon état et en… colis arrivé en très bon état et en quelques jours seulement
2314,Commande reçue en 8 jours.,5,2024-05-31 00:00:00+00:00,Commande reçue en 8 jours.,Negative,Customer Service,1,Commande reçue en 8 jours. Commande reçue en 8 jours.
2315,Super site grande réactivité,5,2024-05-31 00:00:00+00:00,Super site grande réactivité ,Neutral,Marketplace,1,Super site grande réactivité Super site grande réactivité 
2316,Produit très bien emballé,5,2024-05-31 00:00:00+00:00,"Produit très bien emballé, expédition rapide",Positive,Shipping,1,"Produit très bien emballé Produit très bien emballé, expédition rapide"
2317,Envoie rapide du vendeur ,5,2024-05-31 00:00:00+00:00,Envoie rapide du vendeur et très bien emballé ,Positive,Shipping,1,Envoie rapide du vendeur  Envoie rapide du vendeur et très bien emballé 
2318,Colis conforme au descriptif. ,5,2024-05-31 00:00:00+00:00,"Colis conforme au descriptif. 
Livraison assez rapide. 
Rien à redire. ",Neutral,Shipping,1,"Colis conforme au descriptif.  Colis conforme au descriptif. 
Livraison assez rapide. 
Rien à redire. "
2319,Rakuten m'a permis de trouver un livre…,5,2024-05-31 00:00:00+00:00,"Rakuten m'a permis de trouver un livre qui n'est plus édité et que je n'espérais plus trouver. Et à un prix raisonnable.
Merci à ce réseau",Negative,Uncategorized,1,"Rakuten m'a permis de trouver un livre… Rakuten m'a permis de trouver un livre qui n'est plus édité et que je n'espérais plus trouver. Et à un prix raisonnable.
Merci à ce réseau"
2320,Parfait,5,2024-05-31 00:00:00+00:00,"Parfait, produit conforme et livraison rapide. Merci ",Positive,Shipping,1,"Parfait Parfait, produit conforme et livraison rapide. Merci "
2321,Tout s'est très bien passé et dans les…,5,2024-05-31 00:00:00+00:00,Tout s'est très bien passé et dans les temps. ,Negative,Uncategorized,1,Tout s'est très bien passé et dans les… Tout s'est très bien passé et dans les temps. 
2322,un CD est bien arrivé,4,2024-05-31 00:00:00+00:00,"un CD est bien arrivé, j'attends les autres ",Neutral,Uncategorized,1,"un CD est bien arrivé un CD est bien arrivé, j'attends les autres "
2323,Super site,5,2024-05-31 00:00:00+00:00,"Toujours un bon rapport qualité
Site complet
Simple d'utilisation 
Leurs vendeurs sont serieux",Neutral,Marketplace,1,"Super site Toujours un bon rapport qualité
Site complet
Simple d'utilisation 
Leurs vendeurs sont serieux"
2324,tres bonne expérience ,5,2024-05-31 00:00:00+00:00,"tres bonne expérience rien à dire de plus , je recommande",Neutral,Customer Service,1,"tres bonne expérience  tres bonne expérience rien à dire de plus , je recommande"
2325,commande sans problème,5,2024-05-31 00:00:00+00:00,commande sans problème,Negative,Customer Service,1,commande sans problème commande sans problème
2326,Tout s'est passé sans anicroche de la…,5,2024-05-31 00:00:00+00:00,Tout s'est passé sans anicroche de la commande à la livraison sous 4 jours.,Negative,Customer Service,1,Tout s'est passé sans anicroche de la… Tout s'est passé sans anicroche de la commande à la livraison sous 4 jours.
2327,Tout est clair et facile d'utilisation.,5,2024-05-31 00:00:00+00:00,Tout est clair et facile d'utilisation.,Negative,Uncategorized,1,Tout est clair et facile d'utilisation. Tout est clair et facile d'utilisation.
2328,Un délai de 7 jours pour une livraison…,1,2024-05-31 00:00:00+00:00,"Un délai de 7 jours pour une livraison en métropole, c'est vraiment honteux, surtout pour le prix pratiqué. ",Negative,Shipping,0,"Un délai de 7 jours pour une livraison… Un délai de 7 jours pour une livraison en métropole, c'est vraiment honteux, surtout pour le prix pratiqué. "
2329,Très bon avis ,5,2024-05-31 00:00:00+00:00,"Tout est super chez Rakuten ! <3
",Neutral,Uncategorized,1,"Très bon avis  Tout est super chez Rakuten ! <3
"
2330,Utilisation des points et commande rapide,4,2024-05-30 00:00:00+00:00,"Toujours de bonnes expériences sur Rakuten,bien que depuis quelques temps il y a moins en moins de vendeurs ou alors à des tarifs plus élevés qu'ailleurs mais permets d'utiliser sa cagnotte du Club R.",Positive,Customer Service,1,"Utilisation des points et commande rapide Toujours de bonnes expériences sur Rakuten,bien que depuis quelques temps il y a moins en moins de vendeurs ou alors à des tarifs plus élevés qu'ailleurs mais permets d'utiliser sa cagnotte du Club R."
2331,Tout s'est très bien passé.,5,2024-05-31 00:00:00+00:00,Tout s'est très bien passé.  ,Negative,Uncategorized,1,Tout s'est très bien passé. Tout s'est très bien passé.  
2332,Produits reçu bien emballés ,5,2024-05-31 00:00:00+00:00,"Produits reçu bien emballés 
Mais pas encore déballés pour le moment 
Offert le 8",Negative,Marketplace,1,"Produits reçu bien emballés  Produits reçu bien emballés 
Mais pas encore déballés pour le moment 
Offert le 8"
2333,L'achat s'est bien effectué,5,2024-05-31 00:00:00+00:00,"L'achat s'est bien effectué, le produit est conforme à la description, l'envoi a été rapide .",Positive,Shipping,1,"L'achat s'est bien effectué L'achat s'est bien effectué, le produit est conforme à la description, l'envoi a été rapide ."
2334,Chaque commande se passe bien ras,5,2024-05-31 00:00:00+00:00,Chaque commande se passe bien ras ,Negative,Customer Service,1,Chaque commande se passe bien ras Chaque commande se passe bien ras 
2335,Tout a été parfait....,5,2024-05-31 00:00:00+00:00,Tout a été parfait.... ,Positive,Uncategorized,1,Tout a été parfait.... Tout a été parfait.... 
2336,Aucun problème durant la transaction ,5,2024-05-31 00:00:00+00:00,Aucun problème durant la transaction . Livraison dans les temps par le vendeur.,Negative,Customer Service,1,Aucun problème durant la transaction  Aucun problème durant la transaction . Livraison dans les temps par le vendeur.
2337,Avis rakuten,5,2024-05-31 00:00:00+00:00,"Encore une commande qui se passe bien. 
Merci pour les offres que vous proposez.",Negative,Customer Service,1,"Avis rakuten Encore une commande qui se passe bien. 
Merci pour les offres que vous proposez."
2338,Commande bouquin ,5,2024-05-31 00:00:00+00:00,Livraison rapide et conforme à la commande ,Neutral,Customer Service,1,Commande bouquin  Livraison rapide et conforme à la commande 
