title,rating,date,body,sentiment,category,month_year,satisfied
très déçue par ce site,1,2019-06-26 12:15:50,"très déçue par ce site. J'ai acheté un trampoline pour ma fille mais comme je me suis trompée de couleur j'ai annulé toute suite ma commande et en est commandé un autre. Le service annulation m'a confirmé l'annulation de ma première commande par téléphone. Cependant, le lendemain je reçois un mail m'indiquant que l'article est déjà parti et que les frais de renvois seront à ma charge. J'explique la situation on me conseil de le refuser ce qui est impossible dans la mesure ou je ne connais pas la date de livraison et que ce dernier a été livré dans mon jardin pendant mon absence. J'explique à nouveau la situation mais rien à faire. Si je ne veux pas de l'article je dois le retourner à ma charge. Je suis très mécontente et ne commanderais plus sur ce site",Negative,Electronics,2019-06,0
Vraiment excellent,5,2019-06-26 11:49:49,Vraiment excellent. J ai acheté un climatiseur mobile à un prix imbattable. Une livraison par Chronopost impeccable. Un très bon suivi colis et en prime le remboursement des frais de livraison car le colis a subi un retard de livraison de 1 jour. Je suis ravie et je passerai commande sans hésiter une nouvelle fois en toute confiance.,Positive,Customer Service,2019-06,1
"article jamais reçu, renvois et remboursement impossible",1,2019-06-26 07:06:52,"Acheté un article mi-janvier à 320E, pas de nouvelles pendant deux semaines, je décide d'envoyer une demande par mail, le transporteur qui indique à Rueducommerce que le colis a été livré??? étonné je demande à mes voisins qui n'ont pas écho. Une réclamation de la preuve de livraison a été envoyé en février. impossibilité de la part de rue Du commerce et me demande une lettre d'attestation de non-réception, ce dont j'envoie. Suite au recommandé, une réponse de la part de rueducommerce.fr se déchargeant de toute responsabilité de la bonne remise aux mains propre de l'article par leurs transporteurs et me demande d'envoyer un recommandé au transporteur. Ce dont j'exécute. depuis pas de réponse.
Au final j'ai dû aller à acheter l'article à Montgallet.
Depuis, plus un seul achat sur rue du commerce de peur que la même chose arrive. Pourtant, mes plus gros achat et mes achats pro se faisaient sur ce site, et je félicitais le service client au téléphone....",Neutral,Electronics,2019-06,0
Je n 'ai pas reçu mon colis dans les délais,5,2019-06-25 15:58:12,"Je me permets de modifier mon avis car, j'ai finalement eu un très bon contact avec une personne via le messenger Rue du Commerce, qui a pu me redonner confiance en cette enseigne et je compte bien repasser commande. Marc",Positive,Customer Service,2019-06,1
COLIS PERDU,1,,"Bonjour, qu’en est il de la pseudo enquête concernant la rupture de traçabilité de mon colis (référence 53 16 25 49 09 37 01) ? Au cas ou, je vous rappelle deux articles du Code de la consommation concernant la délivrance des biens de consommation :

Article L216-4 du Code de la Consommation
Tout risque de perte ou d'endommagement des biens est transféré au consommateur au moment où ce dernier ou un tiers désigné par lui, et autre que le transporteur proposé par le professionnel, prend physiquement possession de ces biens.

Article L216-2 du Code de la Consommation
 En cas de manquement du professionnel à son obligation de livraison du bien ou de fourniture du service à la date ou à l'expiration du délai prévus au premier alinéa de l'article L. 216-1 ou, à défaut, au plus tard trente jours après la conclusion du contrat, le consommateur peut résoudre le contrat, par lettre recommandée avec demande d'avis de réception ou par un écrit sur un autre support durable, si, après avoir enjoint, selon les mêmes modalités, le professionnel d'effectuer la livraison ou de fournir le service dans un délai supplémentaire raisonnable, ce dernier ne s'est pas exécuté dans ce délai.

J’ai bien pris conscience de la jurisprudence en la matière « s’agissant d'un bien meuble, le vendeur qui remet des marchandises à un transporteur qui les accepte sans réserve remplit son obligation de délivrance » (Cass. com. 8 octobre 1996, JCP 96, IV, 2339, Bull. Civ. IV n° 229). Techniquement donc, vous avez rempli votre obligation de délivrance en remettant le colis à Relais Colis.

J’attends une réponse de votre part dans les plus brefs délais et j’espère une réelle coopération de votre part afin de me mettre le plus rapidement possible en possession du bien acheté.

Bien à vous,
Ilona Swenne, étudiante en droit",Neutral,Customer Service,,0
Je pose ma pierre à l'édifice,1,2019-06-20 10:10:52,"Je pose ma pierre à l'édifice. Pas étonnant de voir cette note de 1/10, je vais essayé de vous enfoncer encore + car vous ne comprenez pas malgré les avis de vos clients, grâce à qui votre entreprise prospère et se porte bien. J'ai du passé une dizaine de commande chez vous. Et vous êtes une des entreprises avec qui j ai eu le + de soucis, majeurs et mineurs. Retard de livraison, produits défectueux, sav EXTRÊMEMENT incompétents malgré d'innombrables relances de ma part.je ne peux plus rester poli et courtois face à vous. Je vous méprise réellement. Vous n'êtes absolument pas professionnel loin de la. Des vrais amateurs. Je ne fais aucune différence entre vous et un arnaqueur vendeur de rêve.",Negative,Customer Service,2019-06,0
Super  j'ai reçu ma commande 3 jour…,5,2019-06-14 20:55:19,Super  j'ai reçu ma commande 3 jour avant la date prévue ...,Positive,Customer Service,2019-06,1
CONTREFAÇON,1,2019-06-14 08:17:41,"Une belle contrefaçon...une vraie galère !
GALAXY S9 NEUF : Appareil défectueux, après vérifications, il s'agit d'une contrefaçon. Documents reçu en chinois, ni datés, ni SIGNÉS + fausse facture jointe au colis à savoir facture d'un mini écran lcd à 20 dollars...ou comment tromper la douane..lol. Je n'achèterai plus jamais sur le Market de ce site ni aucun autre d'ailleurs. Puis un galaxy s9 à ce prix là ne pouvait être qu'une contrefaçon, j'aurais du m'en douter avant d'acheter...demande de remboursement en cours car j'ai renvoyé le téléphone et prévenue la douane et la gendarmerie. Je déconseille à tous cet achat voir même le site  !!!",Neutral,Electronics,2019-06,0
Rue Du Commerce méritent mieux,4,2019-06-13 23:58:49,"Alors je viens un peu augmenter la note de rue du commerce car mes deux livraisons se sont très bien passées.

J'ai pour ma première fois, commandé un article de sport (donc un vendeur spécialisé dans les articles de sports) et tout c'est très bien passé, j'ai fait livrer chez mon cousin (un cadeau).

Pour ma seconde livraison, cette fois-ci pour moi, j'ai commandé un appareil photo Canon.

Ma dernière livraison était un peu compliquée, le vendeur était cette fois-ci Tech Depot une entreprise qui n'a pas manqué à sa tâche, cependant il n'y à pas de suivit logistique.

J'ai donc à la suite de cette dernière dû contacter le service client de RDC ils répondent promptement, merci à eux, et son agréables.

Après deux appels (pour deux raisons différentes, mais pas de plaintes), ils m'ont fourni un numéro de suivi et c'est à partir de là que j'ai pu retrouver mon colis qui était depuis la veille dans un point relais UPS (le numéro de suivi était celui de Tech Depot et non UPS, donc impossible pour ces derniers de connaître la destination de mon colis).

J'ai donc enfin pu récupérer mon appareil photo sains et sauf.

4 étoiles pour mon problème de livraisons qui n'incombe pas à RDC mais à Tech Depot et 4 étoiles pour leur accessibilité et rapidité.",Positive,Customer Service,2019-06,1
C 'est nul....,1,2019-06-13 06:30:33,"C 'est nul....
Problème de remboursement d'une commande retournée ...",Neutral,Customer Service,2019-06,0
"attention arnaque, votre argent travaille pour eux",1,2019-06-11 15:59:53,"Erreur de commande 
J ai commandé un spa gonflable a un prix défiant toute concurrence (228 e au lieu de 500e ailleurs)
J aurai du être méfiant car quand j ai reçu mon colis , il s agissait d un ... balai de piscine.Colis refusé donc et renvoi directement chez eux.
Je les appelle et ils me disent que c est une erreur de référence de leur part et que , comme dédommagement , il vont me rembourser.(génial)., car ils n ont plus de stock (ils n en n ont jamais eu je pense) du spa commandé
Une fois le colis retourné chez eux , bizarrement 4 longs jours plus tard , ils vous disent que sous un délai de 7 jours , je serai remboursé.
DONC je pense qu ils se ""trompent"" volontairement en envoyant bien sur un colis moins cher , en étant sur que nous n allons pas le garder , et ,donc, en faisant travailler notre argent pendant 2 semaines.
Donc , méfiez vous avant d acheter chez eux",Neutral,Customer Service,2019-06,0
Je n’ai pas consulté plus tôt les avis…,4,2019-06-11 15:45:02,"Je n’ai pas consulté plus tôt les avis mais je commence à stresser. J’ai acheté un MacBook hier et j’espère sincèrement qu’il sera livré à tps et sans encombre vu que mon ordi vient de me lâcher... je mets volontairement une note basse que je modifierai sous réserve d’un produit livré à temps et en bon état de marche. Le livré à partir du tant n’est déjà pas vraiment de nature à me rassurer. Je vois de plus que la commande est tjrs en préparation...affaire à suivre.

Finalement, tout s’est bien passé si ce n’est le paquet déjà ouvert.",Positive,Customer Service,2019-06,1
Commande Samsung RDC,2,2019-06-11 09:10:25,"J'ai commandé un smartphone Samsung sur RUE DU COMMERCE le 10 juin 2019 qui était en stock expédié le 20 juin. Après la commande on m'indique a partir du 20 juin, déjà ça change. Ce matin donc le 11 juin je reçois un mail de rue du commerce qui m'indique rupture de stock et réapprovisionnement en cours, dans nouveau délai et payé par PayPal.

J'ai écrit a rue du commerce ce jour le commerçant a Hong Kong dois me répondre sous 3 jours je doute quand-même.

J'espère ne pas regretter mon achat et je demanderai une résiliation dans nouveau délai. 

Ma note sera réévaluée si bonne nouvelle de rue du commerce et du site marchand.",Neutral,Electronics,2019-06,0
J'ai commandé un téléphone Redmi Note 7…,1,2019-06-09 19:04:56,"J'ai commandé un téléphone Redmi Note 7 - 4 / 64 Go. Celui qui m'a été envoyé est un 3 / 32 Go. Le produit envoyé a des caractéristiques moindres que celui commandé.
C'est inadmissible. On devrait pouvoir faire confiance à une grande enseigne. Le produit commandé ne correspond pas au produit reçu. Il s'agit clairement d'une fraude.

Le numéro de commande est MO-B33E7M156729738
Je n'ai pas eu d'explication sur ""l'erreur"" de produit. Grand seigneur, Digi-Best m'a proposé ""une réduction de 15 € à titre de geste commercial"" au lieu de me renvoyer le bon téléphone. J'ai accepté, je n'ai pas de temps à perdre avec ce genre de site. La prochaine fois, je vais sur Amazon et j'aurai le produit demandé ...",Positive,Electronics,2019-06,0
J'ai l'impression de mettre fait avoir…,1,2019-06-08 13:27:33,J'ai l'impression de mettre fait avoir comme un bleu. J'ai commander un pc portable à 650 euros sur rueducommerce. Com et l'ordi ne m'ayant pas plu pour le prix demander j'ai décider de le rendre. J'ai remplis le questionnaire de renvoie et il mon demander de télécharger l'étiquette pour la coller sur le carton et renvoyer ma commande. Cependant lors de la tentative de téléchargement de cette étiquette ou le site est indisponible ou le téléchargement ne fonctionne pas malgré  plusieurs tentative. J'avais 15 jours pour le renvoyer ms impossible de télécharger cette étiquette. Entre temps chez c discount il y a avais une promo pour un pc hp envy 13 pouce i7  carte graphique HD 620 et ssd de 256gb pour 480 euros dont je n'est pas pu profiter Du fait de l'incapacité du site rueducommerce à me fournir les document de renvoie je me retrouve avec un pc que je ne veux pas  et qui n'est clairement pas une affaire pour son prix Asus vivobook 13 pouce i5 carte graphique HD 620 et ssd 256 gb pour 650 euros. La différence est flagrante et mon droit à me rétracter n'a pas pu être respecter. Je ne conseil vraiment pas ce site. N° de commande : 1483496479,Negative,Customer Service,2019-06,0
Ne passer pas de commande,1,2019-06-07 14:23:47,"Plus jamais
J aurai du lire les avis avant de passer commande le parfum n à jamais été livré j espère recevoir le remboursement. Très déçu. Un seul conseil ne jamais commander des articles pas sérieux du tout.",Neutral,Customer Service,2019-06,0
Merci à tout les personnes pour leur…,1,2019-06-05 21:46:55,Merci à tout les personnes pour leur avis car j'avais l'intention acheter un smartphone chez eux,Neutral,Electronics,2019-06,0
Scandaleux,1,2019-06-01 12:36:43,"Je n'ai jamais vu quelque chose de la sorte. J'ai acheté un téléphone de plus de 300 euros il y a un mois, ne l'ai ni reçu, ni ai eu de remboursement. J'ai appelé à 3 reprises et on me répond toujours la même chose, qu'ils vont contacter le transporteur et qu'ils me rappelleront. Ce qu'ils ne font jamais! 
J'avais également choisi ce modèle pour bénéficier d'un remboursement de 50 euros via la marque sauf que je n'ai pas finalement pas reçu le téléphone avant la date limite.
Je suis plus qu'exaspérée...",Neutral,Electronics,2019-06,0
"service client Minable, très déçu ...",1,2019-05-31 20:32:36,"J’aI commandé un écran TV qui devait être livré dans un point relais proposé sur le site.
J’ai reçu deux mails à quelques minutes d'intervalle, un disait que le colis était au point relais, le second que le colis était dans un centre Chronopost. Le centre Chronopost n’a pas voulu relivrer, et le service client, après un discours de type script, et se confondant en excuses superficielles n’a finalement pas pu relivrer....
Le colis est revenu chez Rue du Commerce, ils ont refait la commande... et même scénario...
Je n’ai jamais reçu le colis qui devait être livré dans leur point relais...
Le service client est inutile... ils n’arrive Malheureusement pas à la cheville d’Amazon",Neutral,Electronics,2019-05,0
Une vrai catastrophe,1,2019-05-29 19:25:25,"Une vrai catastrophe.  Je n'ai jamais vu un service client aussi méprisant et désobligeant, un manque total de professionnalisme.",Positive,Customer Service,2019-05,0
fuyez !!!!!,1,2019-05-28 20:20:41,"bonjour
j ai acheté un téléphone xperia X10 dont le câble ne correspond à aucun câble standard et nécessite un adaptateur anglais je demande le remboursement selon la garantie satisfait ou remboursé et voici qu après de nombreux mails de demandes absurdes et de menaces de me prélever 150 e voici que l on me demande de payer à mes frais le retour en Angleterre du produit . le service après vente ne soutient le vendeur 
j hésite à renvoyer le téléphone de peur d une nouvelle arnaque
fuyez!!!!!!!
numèro de commande1483155101",Neutral,Electronics,2019-05,0
Commande 1310822243,1,2019-05-28 11:22:40,"Commande : 

J'ai souscrit une assurance casse pour mon téléphone .

Cela fait maintenant 3 semaines que je les ai au téléphonique et ils n'arrivent pas à m'envoyer le dossier permettant le remplacement de mon appareil suite à un Bug informatique . Ce n'est pas sérieux ... Le service informatique est soi-disant relancé pour résoudre le problème mais ne trouve pas la solution . Le SAV est inexistant; tous les 2 jours je reçois un email automatisé m'indiquant que la résolution du problème est en cours .... 
Ce n'est sérieux pour une société qui souhaite concurrencer Amazon ... À éviter",Neutral,Electronics,2019-05,0
Sav inexistant,1,2019-05-27 04:08:54,Sav inexistant,Neutral,Uncategorized,2019-05,0
Plus JAMAIS !,1,2019-05-26 00:00:00,"Je rejoins absolument tous les autres avis, j'aurais mieux fait de venir ici avant de passer ma commande.
J'ai acheté un casque Razer kraken 7.1 V2, l’intitulé de la page internet du produit indiquait cette référence, le descriptif aussi et au final j'ai reçu une toute autre référence à savoir le kraken 2019 (non ce n'est pas le même produit).
Ils vous présentent un produit sur leur site et cela ne correspond pas du tout à ce qu'ils envoient, c'est de l'arnaque tout simplement
J'ai retourné le produit dès le lendemain, j'attends de voir la suite pour le remboursement ...
(on ne peut pas noter 0 étoile mais cela dit je n'ai eu aucun soucis concernant la livraison donc on va dire que ça justifie la note, affaire à suivre pour le remboursement)
Vraiment si vous ne voulez pas de mauvaises surprises, éviter ce site, j'avais déjà eu des soucis ils y a plusieurs années avec le temps je me suis dis que ça s'était amélioré mais visiblement non, c'est même plutôt l'inverse",Neutral,Customer Service,2019-05,0
Une étoile car je suis obligé d en…,1,2019-05-24 08:57:58,Une étoile car je suis obligé d en mettre une ce site mérite 0 étoile . Complètement incompétent pour vendre de l électroménager et tout produit coûteux de ce genre . Ils vous livre les produits complètement abîmé pour ma part un sèche-linge pompe à chaleur qui coûte très cher arrivé à destination complètement défoncée et aucun recours 600e de perdu !!! Je déconseille au futur acheteurs de commander sur ce site. Livraison gratuite tu parle je préfère payer des frais de livraison et avoir un livreur sérieux !!! Après avoir si sa vient pas de l entrepôt !!!!,Neutral,Electronics,2019-05,0
deux étoiles car ma premiére commande…,2,2019-05-23 11:58:04,"deux étoiles car ma premiére commande s'était bien passé pour le reste : 

j'ai passé une commande le 20 mai 2019 avec RDC pour l'achat d'une trotinette électrique ETWOW pour un montant de 873.99€ . Et j'ai choisi de payer via le prestataire financier 1€.com (cofidis) .



Le jour J tout allait bien , commande acceptée financement avec avis favorable (déclenchant en théorie l'envoi de ma commande avec garantie par ma carte bancaire )



Le lendemain je prend attache via mon espace client avec le vendeur partenaire rue du commerce pour avoir une information quant a la livraison du produit . Et la les ennuis commencent .



Le vendeur m'indique que Rue du commerce a décidé d'annuler la commande car Cofidis in Fine aurait refusé le financement et demandé l'annulation de la commande .



Je prend donc contact avec le service client rue du commerce qui lui m'indique qu'effectivement la commande n'a pu être honorée et m'invite a joindre cofidis ce que je fais immédiatement .



Cofidis quant a lui me confirme et certifie que l'avis favorable est toujours en cours , que le financement a bien eu lieu , et mon suivi dossier cofidis me dit exactement la même choses (3 appels auprés de leur services , 3 fois la même version.)



Dans la foulée je rappelle Rue du commerce qui me dit que finalement ma commande va être expédiée , qu'elle n'a pas été annulée . Je reçois dans le même temps un émail de confirmation d'expédition de ma commande avec numéro de suivi colis . Ce numéro de suivi indique que le produit n'a absolument pas quitté les entrepôts du vendeur et n'a pas été remis au transporteur .



Je rappelle donc rue du commerce qui m'indique a nouveau que ma commande a été annulée pour refus de financement de cofidis ... la je commence sérieusement a m'énerver comment une commande annulée peut être notée expédiée ? Je demande les preuves de ce refus , Rue du commerce n'est pas en mesure de me les donner ... (ben tiens ... ) je demande les preuves de cette annulation Rue du commerce n'est pas en mesure de me les donner ...



Je demande donc l'ouverture d'un litige pour non respect d'un contrat de vente a distance . Or le problème étant que j'ai laissé une garantie par empreinte de carte bancaire , que j'ai renvoyé mon contrat cofidis , mais que je n'ai pas et n'aurais surement jamais cette commande entre les mains .



Si je reçois un seul prélèvement de cofidis je porterais plainte pour (modéré) .

Je viens a l'instant de rappeler cofidis le contrat est bien toujours valide , (avis favorable) et ils m'ont même indiqués le montant de ma mensualité du mois de juillet qui est en cours de traitement . Je demande donc a Rue du commerce de faire quelque chose !",Positive,Food,2019-05,0
Avis client négatif refusé sur le site !,1,2019-05-22 19:55:24,"Mon avis négatif a été refusé par Rue du Commerce sous prétexte que cela concerne la livraison et non le produit.
Et pour cause ! J'attends un frigo depuis plus de 15 jours ! Et quand enfin il arrive, il est endommagé ! 
Aucune nouvelle du vendeur pendant tout ce temps. Je n'ai même pas de facture ! 
J'ai du contacter le service client pour relancer la livraison, puis la société de livraison...LE parcours du combattant ! 
Et pendant ce temps, on ne peut pas conserver la nourriture, avec 4 personnes à la maison !

Je suis très en colère ! Et il va falloir encore attendre et prendre du temps pour être disponible. 
Suis-je seule à être confrontée aux livraisons entre 9 et 12h les jours de semaine alors que je travaille !?",Neutral,Food,2019-05,0
"Télévision acheter sur RueDuCommerce,",1,,"Télévision acheter sur RueDuCommerce,
12 mois après, problème sur problème, Samsung intervenu plusieurs fois à domicile, malgré plusieurs jours de congé sans solde pour chaque intervention (la même panne) donc j’y laisse déjà mes plumes. 
Samsung me demande de me retourner vers RueDuCommerce... le calvaire à commencer.
Premier coup de téléphoner pour expliquer la situation, on me dit qu’il y a aucun problème, que le transporteur va me contacter dans les 48h afin de programmer l’enlèvement de la TV.
48h après rien du tout, juste qu’ils ont mal encoder mon numéro de téléphone donc je rend le bon numéro de téléphone.
Je dois de nouveau patienter 72h pour être contacter, bref après un total de 120h soit  ( 5 jours ouvrables).
Aucune nouvelles à nouveau donc je contacte le service et il m’annonce que c’est pas normale et que le transporteur a contacter le numéro indiquer (encore une erreur dans le numéro !!!!)
Je m'énerve un peu car j’ai l’impression qu’il me font tourner en rond !! Je donne à nouveau le BON numéro !
Bien entendu je n’échappe pas pour les 48h de patiente.

Toujours rien !!!! Je téléphone énerver et là, petit problème chez eux, impossible d’enlever la télévision en Belgique!

La blague après avoir patienter comme un C**, a attendre un coup de téléphone du transporteur, comme si il ne savait pas me dire directement qu’il y aurait des difficultés de reprise...

Non, Pour envoyer les colis, aucun problème pour la Belgique mais quand il s’agit du SAV, là il trouve toutes les excuses du monde.

Après avoir contacter plusieurs fois un responsable, à mes frais bien entendu car il n’arrive apparement pas à me joindre, sûrement une de leurs nombreuses excuses, la blague!

6 semaines d’attente avec une télévision en panne et dans la boite, plusieurs échange, malgré que j’ai bien expliquer sur Samsung est venu plusieurs fois réparer et sur Samsung me demande de me retourner vers le marchand car garantie LÉGAL ET OBLIGATOIRE DE 24 mois !!!!!
Encore des excuses de RDC comme de quoi je devrais demander à Samsung d’intervenir, que le dossier est pas complet, que le dossier comporte des erreurs, qu'il n’arrive pas à me joindre, que je dois leurs donner une preuve par e-mail que Samsung ceci ou cela, alors que Samsung ne fais pas ce genre de chose... 
RDC va faire en sorte de satisfaire le client bla-bla-bla ...

Toujours un supérieur qui doit demander ceci à un supérieur et qui doit lui aussi demander à un supérieur bref ... chaîne sans fin... mais il parle de rembourser ou de faire un bon d’achat sur la valeur d’en la télévision car impossible à récupérer la télévision en Belgique.

Bref....!!!!!

Je décide d’acheter une télévision dans un commerce du coin, de revendre la télévision défectueuse de RDC à un réparateur pour une boucher de pain, les choses n'avançait pas du tout, pas le choix d'investir afin de pouvoir profiter le soir de mon confort TV. 

ERREUR !

ils ont sauter sur l'occasion pour m’annoncer qu’ils ne feront rien pour moi car je ne possède plus la télévision !

Alors que dans les échanges (téléphone et e-mail) il était question de rembourser ou de faire un bon d’achat, aucune reprise était possible !!! sujet clos de leurs coter !

SAV pathétique, en carton, à fuir comme la peste !!! Je regrette de ne pas avoir lu les avis sur RDC avant!

A oui pardon, j’ai eu un bon d’achat de 50€ à mourir de rire!
En espèrent trouver une solution alternative, j’ai proposer un bon d’une valeur de 150€ afin de m'y retrouver un peu. Mais non, 50€ semble suffisant. Ça couvre la moitié des coups de téléphone, bravo ! 
Par contre les xxx€ de la télévision, les jours de congé sans solde, les désagrément, la facture téléphone etc... NADA. Pffffff

Vive les gestes commercial RueDuCommerce, très pro pour votre enseigne et pour la publicité Samsung !

Je vous souhaite de faire faillite, que votre commerce ferme, ou peut importe, de jouer comme ça avec les clients! Aucune empathie!

PLUS JAMAIS RUEDUCOMMERCE

PS : étant donner que je n’arrive pas à répondre à la réponse si dessous par RDC, je tien à signaler que RDC n’a rien arranger du tout ;) il préfère bâcler les histoires.. bien beau de répondre et de faire genre que vous apportez une solution en message privée ou  autres, publiquement afin de paraître bon commerçant mais et oui mais.... 
c’est encore mieux de résoudre le problème que de faire semblant.
Bande d’escros ! ;)
Vous n’avez rien résolu.

Conclusion perdu 650€ + mes journées de congé pour attendre le technicien Samsung + les communications.

Alors votre bon de 50€ comme indiquer en priver, vous pouvez le garder, le manger été vous étouffez avec ;)",Negative,Electronics,,0
"Toujours rien par SAV RDC, ÉVITER AU MAXIMUM TOIS VOS ACHATS AU RUE DU COMMERCE",1,2019-05-18 21:30:18,"Suite à mon achat de mon IPad Pro 2018 une valeur de plus de 1000€ reçu défectueux à ce jours je n’ai pas de nouvelles pour le retour de mon iPad. 

JE VOUS DÉCONSEILLE FORTEMENTS TOUS VOS ACHATS SUR CE SITE CAR CE SONTDES VOLEURS PROFESSIONNELS, il n’y a pas SAV.

ILS SONT DE MOUVAIS FOI !!!",Neutral,Shipping,2019-05,0
Pas top le dédommagement,1,2019-05-17 12:21:29,"Impossible de répondre directement à vos commentaires. 
après avoir bien galéré avec un ordi sous garantie, je m'en sors bien car j'ai fini par en récupérer un 4 mois après. Pour cette très très longue attente, le service client m'a dédommagé d'un bon de 8.36 € donc je ne peux pas faire l'usage , j'essaie tant bien que mal de l'utiliser sur le site et de joindre le service client mais personne ne répond . le service est facturé et vous laisse poireauter pendant plus de 10 minutes
..... donc à ce rythme-la le bon d'achat n'est plus bon à dépenser mais par contre le hors-forfait, ça y va",Negative,Customer Service,2019-05,0
Publicité mensongère,1,2019-05-17 09:43:28,"Publicité mensongère, ils laissent leur vendeur dire que l'objet acheté sera livré avec facture dont TVA mais au final impossible d'avoir la TVA dessus... 0 étoile sur 5! Mais 5 sur 5 en terme d'arnaque.
A éviter et fuir le vendeur amateur Digibest.",Negative,Electronics,2019-05,0
Téléphone blacklistés,1,2019-05-16 17:21:35,Rue du commerce vend des téléphones reconditionnées (certifié vérifié) qui sont blacklistés depuis plus de 6 mois !!!! Ils sont donc inutilisable !!! C'est une honte!!!,Neutral,Electronics,2019-05,0
Bonjour,1,2019-05-16 16:11:45,"Bonjour, j'ai eu affaire à ce numéro sur rue du commerce 04 37 40 25 16, ceci pour un paiement de 29euro que j'ai à faire en 4x, il m'est impossible de payer ma dernière échéance car je suis tombé sur une hotesse extrêmement désagréable et malpolie au possible.
Elle à précisé à sa collègue  être actuellement en train de jeûner mais dans le monde entier on jeûne sans nécessairement se muter en monstre.
Ça ne l'excuse pas le fait de parler avec un ton exécrable à ses clients.
premièrement je eu à la rappeler plusieurs fois pour lui expliquer que j'avais désactivé le paiement à distance et que ma première carte bancaire d'où le paiement en 4x a été pratiqué a dû être mise en opposition, du coup on rentre la nouvelle carte bancaire avec le paiement a distance activé, cela ne passe pas selon elle alors que mes autres paiements en plusieurs fois aucun soucis tout passe, bref quand je l'a rappelle pour la 3e fois mardi elle me dit carte rejeté aussi tôt rentré aussi tôt rejeté, du coup elle me parle avec un ton très hautain quand je lui demande poliment qui pourrais-je appeller pour régler ce problème de paiement, qui je le rappelle ne vient pas de ma banque ni de ma carte après mainte vérification! je lui et bien expliqué que ma première carte avait été opposée, réponse de l'hotesse avec un ton condescendant, [[ Ce n'est pas mon problème monsieur cela ne me regarde pas ]] [[Ce n'est pas mon problème ]] [[Appellez ailleurs cela ne me regarde pas je ne peux rien faire !!!! ]] avec un ton bien méchant.
Comment sa cela ne vous regarde pas ? Vous n'êtes pas le numéro à contacter pour finaliser un crédit non payé ou pour payer une dernière échéance, y'a pas de supérieur ? Personne ?? Du coup je me débrouille, j'appelle la banque carrefour, qui me renvoie vers le siège sociale qui me renvoie vers la banque carrefour, qui me renvoie vers le siège sociale et qui me raccroche au nez,du coup à quoi sert ce numéro avec ces hôtesses qui nous parle comme aux dernières des insalubritées",Negative,Customer Service,2019-05,0
