id,title,rating,date,body,sentiment,category,satisfied
296,évitez de travailler avec harrigem…,1,,"évitez de travailler avec harrigem limited nom du gérant anthony MENASHI
ainsi que sont transitaire GOLDENWAYINTERNATIONAL SHIPING & LOGISTIC COMPANY GISL.
Des voleurs et arnaqueurs
Il vous propose des prix très intéressants pour des produits qu'ils n'ont pas, enfin de comptent ce petit réseau est très bien monté il vous délivre tout les documents demandés. 
Faite attention évitez les ces la meilleurs des choses.",Negative,Marketplace,0
297,Very good quality,5,,Very good quality,Neutral,Uncategorized,1
298,alibaba express,1,21-05-2020,"Alibaba a évier croyez moi !!!
Personne est responsable sur cette site, les promesses sont que des mensonges 
J’ai retourné le produit acheté et voilà un litige qui est crée qui se termine par une décision de non remboursement 
Le produit est retourné et l’argent sont encaissés !
Pour faire réclamation le vendeur vous envoie vers le site alibaba et celui là vous envoi vers le vendeur
Vous leur parlez en français ou en anglais on vous répond (qu’ils ont pas compris le sens de votre phrase vous pouvez recommencer ) 
On vous fait balader des jours Et vous recommencer rien n’est noté sur votre dossier il faudra expliquer chaque fois votre problématique 
Ça se termine toujours par (je n’ai pas compris le sens de votre phrase et ils vous demande de reformuler ) c’est l’arnaque 
Finalement j’ai fini par abandonner mes 115€ et le produit est chez le vendeur qui met Finished sur votre dossier 
Bien sûr si j’ai retourné le produit par ce que c’est un de très mauvaise qualité les fils qui débordant de partout et les tissus ce sont des torchons ( des rideaux qui ressemblais de loin aux photos sur le site)",Negative,Customer Service,0
299,J'achéte réguliérement sur le site…,5,13-05-2020,J'achéte réguliérement sur le site aliexpress et quelque fois j'ai un article qui n'ai pas envoyé alors je déclare un litige et l'article m'es remboursé . voila c'et du sérieux bravo les chinois.,Negative,Marketplace,1
300,J'ai voulu me laisser tenter pour la…,1,,J'ai voulu me laisser tenter pour la toute première fois par un achat sur ce site. Quelle grosse erreur de ma part! Le colis devait arriver le 23.04.20 et toujours rien. Quand on ouvre un litige sur alibaba ils font la sourde oreille. Vraiment dégoûtée!!! On ne m'y reprendra plus. Que des escroc. Lamentable de permettre ceci de nos jours!!,Negative,Shipping,0
301,la gestion des commandes du groupe…,1,12-05-2020,"la gestion des commandes du groupe alibaba est lamentable voir une interprétation d'un site marchand que l'on peut qualifier absolument pas sérieux et même d’escrocs, car leurs filiale ALIEXPRESS, ne répond même pas aux mails de réclamations envoyés suite a plusieurs commandes passé sur leur site marchand, plus de reconnaissance du compte client, commande débité, pas de confirmation de commandes reçu et aucune réponse aux réclamations et bien entendu aucun espoir de recevoir les commandes passées je déconseille fortement car pour moi il s'agit la d'escroquerie.",Negative,Customer Service,0
302,J’aimerais acheter un scooter…,5,08-05-2020,J’aimerais acheter un scooter électrique mais ce site est il fiable ?,Negative,Marketplace,1
303,Articles conformes à la description.,5,06-05-2020,"Articles conformes à la description.
Couleurs, design et toutes les informations sur le site sont au rendez-vous.
BRAVOOO Elena, vous êtes une vrai PRO...",Negative,Marketplace,1
304,Évitez ce vendeur Guangzhou Ouerman…,1,05-05-2020,"Évitez ce vendeur Guangzhou Ouerman GarmentCo Sur Alibaba.com

Très mauvais vendeur, arnaque les gens. J’ai passé une commande de 15 pantalons et je n’ai les ai pas reçu. Le vendeur m’a promis un temps de livraison entre 15 à 20 jours malgré l’épidémie. j’ai attendu plus d’un mois et toujours pas reçu ma commande. j’ai reçu un document aujourd’hui que je devais payer une taxe de 57€, le vendeur me l’a pas dit. j’ai demandé un remboursement et il me dit qu’il ne me rembourserait pas. je ne peux pas suivre ma commande car la mise à jour est bloqué au 4 avril. je ne recommande pas ce vendeur, il est pas bon du tout. n’achetez rien chez lui. les commandes sont pas reçus et il dit qu’il ne rembourse pas. vendeur escroc. j’ai ouvert un litige et j’attends maintenant. j’ai dépensé 159€",Negative,Textile,0
305,Arnaqueuse,1,,"Evité de faire affaire avec Sophia Chan  son  
 ID:cn1519965064pxia  c'est une arnaqueuse elle va vous manipuler pour recevoir votre marchandise avant vous donner le devis et aucune discution  à son frais cacher après avoir reçu toute votre marchandise elle vous facture des frais câcher et vous donne son devis exorbitent  et vous être menaser de lui verser de 
l'argent pour quelle relâche votre marchandise pour la faire récupérer par un autre service de transport de votre choix c'est une petite  arnaqueuse cette transitaire qui manipule des clients qui itulise la plaque forme Alibaba",Negative,Customer Service,0
306,A good service And fast communication,5,05-05-2020,A good service And fast communication. Very professional.,Negative,Customer Service,1
307,site escroc et voleur,1,01-05-2020,site escroc et voleur,Neutral,Marketplace,0
308,Excellent,5,25-04-2020,"Satisfait de la marchandise. Produit vraiment correct . merci à Suki pour son efficacité  et ses recherches pour satisfaire ses clients.Par contre le transporteur est vraiment cher ... Une livraison rapide et sans reproche
A bientôt sur Alibaba",Positive,Customer Service,1
309,très satisfait,5,24-04-2020,très satisfait,Positive,Uncategorized,1
310,EXCELLENTE SOCIETE VOUS POUVEZ TROUVER…,5,,"EXCELLENTE SOCIETE VOUS POUVEZ TROUVER VOTRE BOHNEUR DANS TOUTES LES CATEGORIES, IL SUFFIT DE BIEN CHOISIR SON USAINE CHINOISE, JE VOUS DONNES QUELQUES INFORMATIONS IMPORTANTES, TOUJOURS PRENDRE LA COUVERTURE TRADE ASSURANCE ET CHOISIR SI POSSIBLE DES SOCIETES ""GOLD SUPPLIER"" AVEC UNE MENTION DE MINIMUM 4.8 A 5 ETOILES ETANT GOLD DEPUIS QQUES ANNEES DEJA....ET DANS CE CAS SANS AUCUN DOUTE VOTRE ACHAT SERA PARFAIT BIEN MOINS CHER QU'EN EUROPE ENVOYE EN 2-3 JOURS ET EXCELLENT SUPPORT APRES VENTE...J'ADORE ALIBABA",Positive,Customer Service,1
311,Commande disparue + profil réinitialisé + paiement bien effectué,1,09-04-2020,"Avant dernière commande en 2017 : je reçois une peluche avec 1 mois de retard et à l’intérieur un gros bloc de polystyrène, ce dont je ne me suis pas douté un instant. Pas top, mais au moins j'ai reçu ma commande.
Un stade supérieur plus récemment : une commande passée et payée en ligne avec mise à jour de ma nouvelle adresse postale. La commande a tout simplement disparu de mon profil, ma nouvelle adresse aussi. Mon profil est revenu au stade antérieur comme si rien ne s'était passé. Par contre, mon argent a bien disparu de mon compte. J'aurai du me méfier. Je voulais acheter une baguette magique pour ma fille. Elle marche. Aucun recours possible.
Ce sera ma dernière tentative avec ce site qui pratique visiblement l'escroquerie.
Une semaine plus tard : 
J'ajoute que le site Trust Pilot a été contacté par Aliexpress suite à ce commentaire. J'ai communiqué mon adresse mail. Ils ne m'ont pas écrit, et mon compte n'a pas été remis à jour. Je n'ai bien sûr pas été remboursé....",Negative,Customer Service,0
312,Pas la moindre réponse à 2 demandes de…,2,07-04-2020,Pas la moindre réponse à 2 demandes de devis pour une maison pour enfant... Ma femme s'est renseignée auprès de clients intermédiaires et le prix à l'unité passait de 297 à 1000 euros à la tête du client. Donc plus cher qu'en Europe... Vive la délocalisation !!!,Negative,Customer Service,0
313,Quand je lis ces commentaires favorable…,1,,"Quand je lis ces commentaires favorable pour Alibaba , tant mieux pour vous si ça marche . mais attention moi aussi j'ai vécu ces transactions qui aboutissent . mais quand vous tombez sur un vendeur certifié escro ,que Alibaba ne désapprouve pas bonjour la chute.je vis cela en ce moment .et le pire c'est que le silence du service clients.aujourdhui , Alibaba pèse 39 milliards et des poussières .et bien avec 1800 euros qu'ils m'ont pris sans avoir livré mon achat  ça pèse pas lourd dans la balance .",Negative,Customer Service,0
314,"Attention à la societe d'escroc Xuzhou Noblewell International Trade Co., Ltd",1,28-03-2020,"J'ai eu affaire avec Natalie Wang de la société Noblewell. Faites très attention cette société est une société d'escrocs et vous ne recevrez jamais vos produits. 
Si par chance un jour vous les recevez ils arriverons entièrement brisés. La société vous dira qu'il n'y sont pour rien et refusera de vous rembourser.
C'est une escroquerie bien connu malheureusement je me suis fait avoir",Negative,Marketplace,0
315,Bandes de voleurs toujours aucun colis…,1,22-03-2020,Bandes de voleurs toujours aucun colis ne commandée pas chez eux .Cordialement,Negative,Shipping,0
316,Perfect,5,,"Perfect, no problem.",Negative,Uncategorized,1
317,les entreprises qui passent des…,1,06-03-2020,"les entreprises qui passent des annonces sur ce site nous prennent pour des ""pigeons"" les prix affichés sont attractifs sauf que lorsque vous recevez le devis le prix est beaucoup plus élevé , idem pour le quantitatif minimum il est raisonnable sur l'annonce au final la condition c'est de remplir un container ... les coûts de transport c'est à la tête du client sans garanti ! ils remplissent le container sur un port de chine et après chacun pour soi . en comparant avec certains fournisseurs européens leurs tarifs sont de moins en moins compétitifs et la qualité rarement au RDV",Negative,Marketplace,0
318,Des escrocs et des SPAMEURS avec…,1,14-02-2020,"Des escrocs et des SPAMEURS avec Taobao.com ce site leur appartient également! ne vous plaignez pas si vous achetez en Chine, c'est votre choix pour essayer de gagner qq euros, mais quand le colis n'arrive pas, ne pleurnichez pas!",Negative,Shipping,0
319,cela fait plus de 6 mois que je n'ai…,1,14-02-2020,"Update : le service client m'a contactée mais depuis que j'ai fourni les informations je n'ai toujours aucune solution.

cela fait plus de 6 mois que je n'ai pas reçu ma commande ... j'ai essayé de joindre le service client de nombreuses fois sans succès ! le fournisseur ne veut pas me livrer ma marchandise et Trade assurance a expiré et le remboursement ne peut plus se faire automatiquement, j'ai juste reçu un sample et maintenant ma commande est bloquée...
commande n° 17731595501023560 (200 paires de chaussettes)",Negative,Customer Service,0
320,Mes déboires avec eux ont été résolus…,3,,"Mes déboires avec eux ont été résolus en grande partie suite à mon avis défavorable sur eux et leurs services ici sur le site . ( j'en ai l'impression)
Ils m'ont contacté ici sur ce site et j'ai pu mettre à plat tous mes griefs
Ils en ont tenu compte...

A ce jour litige résolu avec eux et mon fournisseur
donc à ce jour précis je reste un peu dubitatif, j'aurais tant aimé résoudre les problèmes dans l'intimité avec eux et le fournisseur
Je redonne mon avis dès la prochaine commande passée à travers eux...",Negative,Customer Service,0
321,Lamentable....Colis jamais reçu et…,1,24-01-2020,Lamentable....Colis jamais reçu et impossible d'avoir des explications et le suivi du transport...Aucune indemnité ou remboursement. Colis en provenance de Chine ce que je ne savais pas lors de l'achat...,Negative,Customer Service,0
322,"Support ne supportant pas, ne pas prendre d'objets cher.",2,13-01-2020,"Une place de marché très intéressante, avec souvent des produits corrects.
MAIS le support Alibaba (ou aliexpress) est juste lamentable.
Pour la transaction 3000714671690027 le paquet est arrivé à la poste le 22/11/19. Ni la poste, ni aliexpress ne m'informe de l'arrivée. Je reçois un email d'Aliexpress le 9/12/19 m'informant de l'arrivée du paquet. Le 10/12/19 je vais à la poste où ils me disent (et me fournissent un papier le certifiant) que le parquet a été retourné à l'envoyeur le 09/12/19 (donc le jour où j'ai été informé de la disponibilité de l'objet).
Le vendeur se retranche derrière Aliexpress qui à son tour se retranche derrière le fait que le paquet est arrivé mais pas retiré !!!
Aucun recours ne change quoi que ce soit. J'en suis pour 240€ et le vendeur à récupéré la commande...
A éviter, sauf pour de petits objets (et encore il ne faut pas être pressé).

16 Janvier 2020 : demande d'alibaba pour contact (juste un lien vers leur faq) pour en savoir plus alors que le numéro de transaction est en clair. J'ai déjà fait 2 appels sans que l'on m'aide sur les pièces a fournir ou que celles que j'ai soient prisent en compte.",Negative,Customer Service,0
323,comment ferait on sans eux,5,09-01-2020,comment ferait on sans eux,Negative,Uncategorized,1
324,achat d'un drone spray agricole société…,2,06-01-2020,achat d'un drone spray agricole société Feyi technologies a shenzen ''. 4200 usd perdu le drone ne fonctionne pas ''Un envoi d'occasion et pièces cassés radar et FPV '' cette société ne fournit pas de pièces détachées '' d'entrée et ne fait pas fonctionner la garantie 1 an '' ils m'ont envoyé 3 downloads différents ''en 4 mois et des facon de calibration du drone jamais identique '' puis Miss Evlyn Wo et son technicien Frank on simplement disparu ''ils ne répondent plus a messages sur Alibaba'' j'ai des pièces cassé dans transport ' et ils avaient dit qu'il m'aiderait a faire start engines ' drone '' cela fait 4 mois 1/2 '' Alibaba avec ses employés corrompu on donnez raison a ce vendeur ''malgré toutes les preuves que j'ai envoyez pendant plus de 2 mois et demi '' Non ce vendeur fait passer l'acheteur pour un incapable de faire fonctionner un drone 'Je suis gérant formateur drone en France 'ceka fait 89 ans que je pilote et regles toutes sortes de drones 'ALIBABA j'ai 18 années client chez vous '' Quelle est cette mauvaise politique vis a vis des acheteurs '? Merci de revoir ma dispute et de lire depuis le debut tout les messages de la vendeuse Evlyn Wo '' C'est des escrocs cela est pourtant flagrant,Negative,Shipping,0
325,Site de voleurs et d'escrocs,1,04-01-2020,"Site de voleurs et d'escrocs.  Ils utilisent des numéros bidons (déjà utilisés pour d'autres envois, la boutique 3C Photo Store a cette pratique) et vous disent que la marchandise est livrée. Alibaba,l'escroquerie made in China.",Negative,Shipping,0
326,voleurs,1,04-01-2020,Que des voleurs vous payer on reçoit rien je comprends pas avec tous les mécontentements comment ce site se retrouve pas face à la justice,Negative,Marketplace,0
327,J'ai commandé un produit on me dit…,4,,"J'ai commandé un produit on me dit qu'il est retenu par la douane du Nigeria et là je dois faire un transfert à nouveau,que pensez vous?",Negative,Marketplace,1
328,"BONNE EXPERIENCE, Mais Alibaba...",4,,"Le site est vraiment bien. J'ai pu faire des affaires depuis la Chine étant en Côte d'Ivoire sans besoin de me déplacer, économisant les frais de billet d'avion. J'ai commandé des cravates avec logo avec la société Shengzhou Eagle Necktie and Clothing. La société a été très honnête et crédible.
Cependant, il s'est passé quelque chose de mal au sujet de la confirmation de la réception des marchandises sur Alibaba. J'ai reçu la totalité des marchandises le 26 Décembre 2019 soir. J'ai allumé mon ordinateur le lendemain 27 matin à 2h GMT pour valider la réception de mes 7 commandes quand j’aperçois que 6 commandes sur les 7 ont été confirmées il y a 2 jour c.à.d le 25 Décembre, le jour de Noel, entre 8h17 et 8h32 GMT. Qui les a validé ? Alors que ce 25 Décembre, je n'ai pas allumé l’ordinateur et je ne suis pas sorti, j'étais au repos dans ma maison du matin au soir et l'ordinateur est dans ma chambre.
J'ai demandé à mon fournisseur qui dit ne pas avoir ce pouvoir. Qui donc les a validées à ma place? J'ai consulté les avis sur Alibaba et je lis un utilisateur d'Alibaba qui se plains du même problème car ses marchandises étaient encore en route lorsque le système a validé seul la réception. Je demande donc à l'équipe technique de Alibaba de  corriger ce fait.",Negative,Electronics,1
329,ARNAQUES GROSSIÈRE MAIS LÉGALE.,1,28-12-2019,"ARNAQUES GROSSIÈRE MAIS LÉGALE
Article reçu qui ne correspond pas du tout à la commande et qui en plus tombe en panne au bout de 2 mois. 160 € offert à Ali arnaque... 
une fois l article qui arrive à votre domicile on vous demande de vous acquitter d une taxe de TVA et douane env 30% supplémentaire et comme vous attendez le produit commandé depuis un mois et demi vous paierez.
Attention produit commandé non livré.",Negative,Electronics,0
330,"ALI (BABA/Express...) A FUIR, passez votre chemin...",1,26-12-2019,"Bonjour,
Retour d'expérience très négatif. A FUIR les Alibaba et marques du groupe comme AliExpress….
J'ai essayé pour voir, et c'est vraiment très décevant.
Certes les prix sont alléchants, les produits proposés nombreux...
Ne pas oublier les frais de douane au dessus d'une vingtaine d'euros, surtout si l'abruti de soit disant commerçant vous passe cela sous DHL (bande de c**s, degrés zéro de la compétence).
En cas de litige, oubliez la soit disant ""protection du consommateur"" annoncée sur le site… on livre un article inutile (erreur de leur part, incapable de faire une commande), mais on ne rembourse pas les frais de livraison, donc il vous faut refaire une nouvelle commande et donc avoir de nouveau des frais de transports…
(Moins de soucis sur EBAY avec PAYPAL…si si  c'est vrai)
On vous ferme la plus grosse commande d'office et l'on ne vous rembourse pas...rien, pas d'explications.. jamais reçu mais pourtant indiqué comme tel (pas par moi) impossible de contester...
La seule chose vous restant à faire est de leur faire de la bonne publicité à hauteur de la qualité de ce site marchand, cela pour éviter que d'autres pigeons n'ailles chez eux.
Donc c'est la première et dernière fois pour moi avec cette société ayant des pratiques très en dessous du minimum attendu.
conclusion : A FUIR, oubliez c'est de l'arnaque….
Si vous ne résistez pas, ne pas commander au dessus de 10 euros port compris pour limiter la casse

Les avis positifs sont certainement des avis payants...",Negative,Customer Service,0
331,SCOOTER MYHOPE,1,19-12-2019,J AI PAYE 590.00 POUR UN SCOOTER MYHOPE JAMAIS RECU ET JE NE PEUX PAS RECUPERER MA PAYE GROS ARNAQUE NE JAMAIS COMMANDE SUR CE SITE,Negative,Customer Service,0
332,Alors eux c est bien Alibaba et les 40…,1,19-12-2019,"Alors eux c est bien Alibaba et les 40 voleurs 
Sa porte bien le nom il prenne pas Paypal méfier vous 
.",Negative,Uncategorized,0
333,J'ai reçu la moitié de ce que j'avais…,1,,J'ai reçu la moitié de ce que j'avais commandé. Ali Baba ne répond pas à ma plainte. Total irrespect de la clientèle. Je ne commanderai plus jamais rien sur ce site.,Negative,Customer Service,0
334,excellent service  dans tous,5,,excellent service  dans tous,Neutral,Customer Service,1
335,Escroqué par société référencée alibaba,5,01-12-2019,"Escroqué par une société référencée sur alibaba. Envoi de facture, paiment par western union, plus de nouvelles. Alibaba me dit apres 3 semaines avoir banni ce prestataire, mais en ressayant, meme arnaque proposée avec un autre. Fuyz alibaba, car arnaqué on ne peut rien faire !!",Negative,Shipping,1
336,TOUJOURS QUE DES VOLEURS SUR…,1,01-12-2019,"TOUJOURS QUE DES VOLEURS SUR ALIEXPRESS, IL NE FAUT PAS COMMANDER SUR SES SITES, J'AI FAIT PLUSIEURS ACHATS ET RECU QUE DE LA MER.E, A EVITER...",Negative,Customer Service,0
337,professionnel and serious,5,,"professionnel and serious
Good luck",Negative,Uncategorized,1
338,"super magasin,contact avec Kira(ma…",5,,"super magasin,contact avec Kira(ma vendeuse) très professionnelle et super sympa.merci à vous",Neutral,Customer Service,1
339,Very good service,5,,"Very good service, thank you",Negative,Customer Service,1
340,a eviter,1,15-11-2019,Payé 74 usd et je n'ai rien reçu.l'assurance que j'ai payé est une arnaque,Negative,Uncategorized,0
341,TRES SATISFAIT,5,28-10-2019,TRES SATISFAIT,Positive,Uncategorized,1
342,Bien dans l'ensemble par contre à…,4,25-10-2019,"Bien dans l'ensemble par contre à éviter d'acheter chez ce vendeur shenzhen luxe silicone CO,, Ltd car que de souci",Neutral,Uncategorized,1
343,bonjour  alibaba  et 40 voleur,1,23-10-2019,"bonjour  alibaba  et 40 voleur. j ai commandé  2 pièce  montre  etc .j ai payer mais la LIVRAISON  n est jamais  arrivée  .vous  appelez  au téléphone  soit  disant  gratuit   ces faux j ai 135.euros de ma poche. après 40 minutes  sa ma raccroche  au nez.si vous  parlez  anglais. Ces mort
.enfin  pour  la valeur  de 40 euros  de marchandise   sa me revient  à 200 euros   pouvez  avoir  quelques  personne   au bout  du fil  j ai parlé  dans  le vent  arnaque  arnaque  bon courage   .",Negative,Electronics,0
344,Il est assez rigolo de constater encore…,1,10-10-2019,"Il est assez rigolo de constater encore aujourd'hui fin 2019 que des pigeons se font encore avoir par des vendeurs qui demandent unpaiement sur western union !!!!! il y a 20 ans que tous le monde sait (ou presque) que W U est la banque de la crimininalité en tous genre sur cette planete, 
MDR",Negative,Uncategorized,0
345,Acheteur n'est pas protégé/ pas de…,1,06-10-2019,"Acheteur n'est pas protégé/ pas de service client
Ça fais depuis un bon petit moment que je commande sur Aliexpress mais ... j'ai passé une commande il y a un peu plus d'un mois puis je l'ai reçu pas de la bonne taille et j'ai donc décider d'ouvrir un litige mais ce site protège son vendeur , on me demande accepter 30% de prix payé ou retourner le produit en chine à ma charge ...
puis je voulais contacter le service client mais SURPRISE nous sommes pas chez american Amazon qui vous appelle sous 2H gratuitement, là nous sommes en chine : pas de contact ni mail ni ligne de service client
Mefiez-vous des rabais sur ce site de vente... vous n’êtes pas protégé",Negative,Customer Service,0
346,Vous achetez pas cher des produits de…,1,29-09-2019,"Vous achetez pas cher des produits de très mauvaise qualité voir dangereux. Je ne conseille pas. J'ai acheté des chaussures de sport, ce n’était pas des vrais (j'ai comparé mon ancienne paire avec celle que j'avais reçue (beaucoup plus lourde et de très mauvaise finition.",Negative,Marketplace,0
347,"tout très bien,",5,29-08-2019,"tout très bien,",Neutral,Uncategorized,1
348,C'est des arnaqueurs !!!!,1,26-08-2019,"C'est des arnaqueurs !!!!

Attention, surtout pas commandé chez eux.
J'ai commandé un appareil électronique avec frais de port compris.
J'ai été contacté par le messenger du site alibaba et par whatsapp par un employé et il m a demande expressément de re payé par les frais de livraison sinon il m'envoi pas le colis.
Bien evidement je n'ai pas accepté de payé a nouveau et Je n'ai jamais rien recu.
Ne commander surtout pas chez eux.",Negative,Customer Service,0
349,commande réussit et reçut rapidement,5,16-08-2019,"commande réussit et reçut rapidement, conforme a la description",Neutral,Customer Service,1
350,bonsoir je mes suis fais avoir par un vendeur,1,05-08-2019,"bonsoir je mes suis fais avoir par un vendeur de produits apetamin il ma dis de luis envoyer l'argent par Wester union est puis l'envoi  a étais anule après il ma dis de lui envoyer ca par money grame je l'envoye est en suis il la réussi l'argent  Esp après il ma pas envoyer le produis suite ils ma dis de paye 200 euros de duanan j'ai refuse est je lui est demande mes  donnais mon argent il a nie  si vous vous contacte ce numero pour ce produis n'est accepte  pas +1774 326 0063 non STEFAN OLSO
AUTRE  NUMERO
+90535 308 33 69 FOREIGN AND DOMESTIQUE",Negative,Customer Service,0
351,Je suis  très  contente de recevoir …,5,,Je suis  très  contente de recevoir  mes colis à  temps merci beaucoup suis vraiment satisfait,Neutral,Shipping,1
352,Zéro étoile même si j'aurai pu,1,28-07-2019,"Zéro étoile même si j'aurai pu, je me suis faite roulé comme une débutante .
Je vous conseille de ne jamais payer sans assurance ....moneygram etc....
Escroquée par des indien ou je ne sais pas d'usa Canada. Ils sont trop fort dans la manipulation et harcèlement...
Je vous souhaite pas de tomber sur eux ils sont nombreux sur alibaba . Car ils mettent les même photos sur watshap.
Voilà zéro confiance ,c'est mon conseil ...",Negative,Uncategorized,0
353,sérieux confiance tranquillité pour moi…,4,08-07-2019,sérieux confiance tranquillité pour moi se tout ok,Negative,Uncategorized,1
354,"Pour l'instant rien à dire ,tout se…",4,03-07-2019,"Pour l'instant rien à dire ,tout se passe très bien",Negative,Uncategorized,1
355,Très sérieux.,5,,Très sérieux.,Neutral,Uncategorized,1
356,Quick & perfect,5,18-06-2019,Quick & perfect,Neutral,Uncategorized,1
357,very good quality,5,10-06-2019,very good quality,Neutral,Uncategorized,1
358,J'ai acheté un casque mp3 qui est tombé…,1,19-05-2019,J'ai acheté un casque mp3 qui est tombé en panne 15 Jours après réception et seulement trois utilisations . Le vendeur refuse de me rembourser et Alibaba prend son parti en disant que le délai de garantie est dépassé ! lol ! autant dire qu'il n'y a pas de garantie du tout !!,Negative,Shipping,0
359,frais alibaba / douane / remboursement,1,15-05-2019,"Bonjour à tous,

Vous constaterez que tous ceux qui ont donné un avis negatif ont été contacté par alibaba n'ont jamais donné de réponse.. jai la preuve que ça a été fait de mon côté, pour ceux que cela intéresse.  Bref à la base mon message en le suivant...

Prendre une assurance ou ""trade assurance"" ne sert pas à grand chose. Une fois le colis livré cette assurance ne donne pas droit à un remboursement en cas de litige.
J'ai acheté un produit (Scooter electrique) qui est bloqué à la douane car le produit et en l'occurence le vendeur ne me fourni pas les documents originaux à savoir le rapport de test , la puissance du moteur electrique et son test mais aussi le certificat de conformité. 
De ce fait la douane à bloqué le produit n'ayant pas la documentation nécessaire pour l'homologation routière.
La ""dispute"" comme Alibaba appelle cela n'a rien donné puisque le médiateur à précisé que les frais de douane sont à ma charge(ce qui est normal lors d'importation) mais là n'est pas le débat. Je veux les documents pour la douane et à  dire vrai le dernier échange avec le vendeur à été ""je ne peux vous fournir ces documents"" ce qui à mon sens reflète ma bonne fois vis à vis de ma demande de remboursment.
A l'heure actuelle je me suis fait roulé de 1800 €

Reflechissez avant de commander.",Negative,Customer Service,0
360,bonjour,1,13-05-2019,"bonjour
ai reçu appareil ne fonctionnant pas, sur un site européen ou américain aucun problème, sur Alibaba après 2 mois de réclamations d'envois de photos maintenant ils réclament une vidéo de leur thermomètre à coté d'un thermomètre qui fonctionne, je les ai envoyé une photo ils veulent une vidéo juste pour ne pas rembourser car franchement une vidéo de thermomètre est d'un ridicule. demande faite un vendredi soir avec 48 heures pour la réponse , retour de We lundi matin faute de réponse ils ont clos le dossier, de vrais voleurs, 120 euros de perdu",Negative,Customer Service,0
361,Bonjour,1,27-04-2019,"Bonjour

j'ai reçu la batterie, mais je suis trés décu, parceque les crochets sont mal equilibré, trop petit ne rentrent pas dans la trottinette, j'ai dû limer pour que ça rentre de force, mais ça ne tient pas,

Si vous pouvez m'envoyer le couvercle avec des crochet avec la bonne dimension, je  serais reconnaissant pour me dédommager

Ci-joint les photos",Negative,Uncategorized,0
362,"Matériel d'Archery Tag, Merci Rudy.",5,12-04-2019,"Rapide, efficace, personnalisé, de bonne qualité et pour un bon prix !",Positive,Uncategorized,1
363,Bonjour,2,21-03-2019,"Bonjour
J'ai contacter un fournisseur USA pour des pièces vélos. J'ai fais la transaction pour 1 exemplaire, valeur 400€. J'ai payer et depuis je suis en conflit avec le fournisseur. Celui ci m'a indiquer comme il est grossiste, la douane lui impose d'envoyer 15 exemplaires. Et sans me prévenir prépare le colis avec 20 exemplaires, et me demande de régler la somme de 6000€, si je veux recevoir ma commande.
J'appelle cela de la vente forcée, et c'est illégal. J'ai demander un remboursement  pour mon 1 exemplaire mais il ne veux rien savoir.
Si je ne paye pas 6000€ le colis par pas des USA, en bref je me suis fais avoir de 400€
Avez vous une adresse email de alibaba afin que je remonte cette fraude
Merci",Negative,Customer Service,0
364,good,5,17-03-2019,good and quick,Negative,Uncategorized,1
365,certe il ya des chose a regler un peu…,3,,"certe il ya des choses a regler un peu de retard pour resoudre les litiges
quelques marchands et vendeurs pas trop correct et je dirais même malhonnêtes",Negative,Uncategorized,0
366,bien mais beaucoup de faux produit .,3,13-03-2019,bien mais beaucoup de faux produit .,Neutral,Marketplace,0
367,le payement avec assurance est propre,5,,le payement avec assurance est propre,Negative,Uncategorized,1
368,excellent,5,03-03-2019,"excellent , très satisfait de la communication avec le (les ) vendeurs , problèmes réglés parfaitement",Positive,Customer Service,1
369,Une commande jamais livrée,1,01-03-2019,"Une commande jamais livrée, jamais remboursée,vendeur privé sur le site
c'est permis de me harceler pour que je reprenne la commande qu'il était incapable de livrer.
J'ai écris en Chine retour un mail en chinois et toujours aucun remboursement
je ne retournerai plus jamais sur ce site et je ne le recommande à personne",Negative,Customer Service,0
370,bonne  entreprise,5,28-02-2019,bonne  entreprise,Neutral,Uncategorized,1
371,Les fournisseurs que je contacte sont…,5,13-02-2019,Les fournisseurs que je contacte sont très réactif !,Negative,Customer Service,1
372,Aucun souci,5,10-02-2019,"Aucun souci, et très bon accompagnement.",Negative,Uncategorized,1
373,EXCELLENT FOURNISSEUR,5,10-02-2019,EXCELLENT FOURNISSEUR,Neutral,Uncategorized,1
374,J'ai commander une tente que je n'ai jamais reçu,1,07-02-2019,"J'ai commander une tente, non seulement elle n'ai jamais arrivé mais en plus il refuse de rembourser, pour moi c'est un site de voleur er d'escroc, et bien sur impossible a joindre.
Plus jamais de commande chez eux",Negative,Customer Service,0
375,Rien à signaler,4,06-02-2019,Rien à signaler,Negative,Uncategorized,1
376,bon produit pour mon auto et bonne …,5,04-02-2019,bon produit pour mon auto et bonne  fêtes pour le nouvel an chinois jacques,Neutral,Marketplace,1
377,Satisfait pour ma première commande sur Alibaba,5,,"C'est la première fois que je commande sur Alibaba et je suis très satisfait. Grâce au système Trade Assurance j'ai pu acheter facilement. C'est vraiment rassurant lorsque on dépose des sommes énormes. 
Très pratique la messagerie interne pour communiquer avec le vendeur avant l'achat.",Neutral,Customer Service,1
