id,title,rating,date,body,sentiment,category,satisfied,text
2718,Je recommande,5,2023-12-12 00:00:00+00:00,Facile a utiliser. On trouve tout,Negative,Customer Service,1,Je recommande Facile a utiliser. On trouve tout
2719,jamais de souci avec Cdiscount,4,2023-12-12 00:00:00+00:00,jamais de souci avec Cdiscount ;  je le recommande à mes amis(e),Negative,Customer Service,1,jamais de souci avec Cdiscount jamais de souci avec Cdiscount ;  je le recommande à mes amis(e)
2720,J'ai commander un vélos bike pour les 6…,1,2023-12-12 00:00:00+00:00,J'ai commander un vélos bike pour les 6 ans de mon fils le vélos m'a été livrée abîmé avec le vélos défectueux j'ai demander le remboursement le client ne veut pas cdiscount n'a rien fait pour me rembourser et c'est pas la 1er fois je déconseille et pour ma part c'est terminé pas sérieux du tout,Negative,Customer Service,0,J'ai commander un vélos bike pour les 6… J'ai commander un vélos bike pour les 6 ans de mon fils le vélos m'a été livrée abîmé avec le vélos défectueux j'ai demander le remboursement le client ne veut pas cdiscount n'a rien fait pour me rembourser et c'est pas la 1er fois je déconseille et pour ma part c'est terminé pas sérieux du tout
2721,rapide et efficace et livree dans mon…,5,2023-12-12 00:00:00+00:00,rapide et efficace et livree dans mon temps prevu super le pere noel passe bientot merci,Positive,Uncategorized,1,rapide et efficace et livree dans mon… rapide et efficace et livree dans mon temps prevu super le pere noel passe bientot merci
2722,Cdiscount DAMIEN,1,2023-01-11 00:00:00+00:00,"Bonjour 
Je fais suite à mon histoire avec cdiscount que j'ai poster dernièrement 
J'ai rappeller CDISCOUNT qui me demande de nouveau de patienter 48h et qu'ils vont voir avec le contentieux sauf que le service contentieux ne peux rien faire puisqu'ils gèrent les impayés et pas les ordinateurs perdus après demande de réparations.
Une personne qui s'appelle DAMIEN m'a répondu en me demandant le numéro de colis ce que j'ai fait.
Pourriez-vous m'aider svp car cela fait 3 semaines que le problème persiste et que je ne sais pas où est mon ordinateur qui est normalement en réparation chez CORDONS ELECTRONICS à Tourcoing.Ces derniers sont injoignables et ne répondent pas aux mails et aucuns numéros de téléphone existent.",Negative,Electronics,0,"Cdiscount DAMIEN Bonjour 
Je fais suite à mon histoire avec cdiscount que j'ai poster dernièrement 
J'ai rappeller CDISCOUNT qui me demande de nouveau de patienter 48h et qu'ils vont voir avec le contentieux sauf que le service contentieux ne peux rien faire puisqu'ils gèrent les impayés et pas les ordinateurs perdus après demande de réparations.
Une personne qui s'appelle DAMIEN m'a répondu en me demandant le numéro de colis ce que j'ai fait.
Pourriez-vous m'aider svp car cela fait 3 semaines que le problème persiste et que je ne sais pas où est mon ordinateur qui est normalement en réparation chez CORDONS ELECTRONICS à Tourcoing.Ces derniers sont injoignables et ne répondent pas aux mails et aucuns numéros de téléphone existent."
2723,Cliente de Cdiscount depuis 13 ans…,2,2023-12-12 00:00:00+00:00,Cliente de Cdiscount depuis 13 ans maintenant tout c'est à peu près bien passé mais j'ai récemment passé commande via un vendeur marketplace. Ayant voulu faire un retour j'ai été très étonnée que cela doit à ma charge surtout pour une commande de + 200 euros. Cdiscount est injoignable par téléphone et il répondrons sûrement à mon mail d'ici un mois ou deux. Autant dire que je suis déçu. Attention aux commandes via les vendeurs marketplace les conditions générales de retour ne sont en aucun cas précisé avant la vente,Negative,Electronics,0,Cliente de Cdiscount depuis 13 ans… Cliente de Cdiscount depuis 13 ans maintenant tout c'est à peu près bien passé mais j'ai récemment passé commande via un vendeur marketplace. Ayant voulu faire un retour j'ai été très étonnée que cela doit à ma charge surtout pour une commande de + 200 euros. Cdiscount est injoignable par téléphone et il répondrons sûrement à mon mail d'ici un mois ou deux. Autant dire que je suis déçu. Attention aux commandes via les vendeurs marketplace les conditions générales de retour ne sont en aucun cas précisé avant la vente
2724,Service SAV très médiocre,1,2023-11-17 00:00:00+00:00,"Service SAV très médiocre, une télé comme quoi LED Toshiba achetée sur ce site (c'est avéré après que c'est du LCD) et qui est en panne après quelques mois d'utilisation, aucune prise en charge et le SAV CDiscount me dirige vers une société inconnue pour prendre en charge ma demande.",Negative,Customer Service,0,"Service SAV très médiocre Service SAV très médiocre, une télé comme quoi LED Toshiba achetée sur ce site (c'est avéré après que c'est du LCD) et qui est en panne après quelques mois d'utilisation, aucune prise en charge et le SAV CDiscount me dirige vers une société inconnue pour prendre en charge ma demande."
2725,Je commande chez cdiscount depuis plus…,2,2023-12-11 00:00:00+00:00,"Je commande chez cdiscount depuis plus de 10ans et depuis quelques années tous les mois je n'ai jamais eu un geste de leur part . 
Je trouve sa pas correct du tout .
Et de plus pour un paiement en 4fois un prélèvement n'est pas passé et ce sont permis de se servir la totalité dans mon compte sans ma permission d'ailleurs je vais voir ce que je peux faire avec la protection juridique.  
Voilà ce que j'en pense pour leur matériel je n' ai jamais été déçu",Negative,Customer Service,0,"Je commande chez cdiscount depuis plus… Je commande chez cdiscount depuis plus de 10ans et depuis quelques années tous les mois je n'ai jamais eu un geste de leur part . 
Je trouve sa pas correct du tout .
Et de plus pour un paiement en 4fois un prélèvement n'est pas passé et ce sont permis de se servir la totalité dans mon compte sans ma permission d'ailleurs je vais voir ce que je peux faire avec la protection juridique.  
Voilà ce que j'en pense pour leur matériel je n' ai jamais été déçu"
2726,Client fidèle depuis 10 ans,1,2023-12-12 00:00:00+00:00,"Client fidèle depuis 10 ans, j’en ai marre de tous les retards jamais livré Dans le temps convenu. Je ferme mon compte je vais voir ailleurs",Negative,Shipping,0,"Client fidèle depuis 10 ans Client fidèle depuis 10 ans, j’en ai marre de tous les retards jamais livré Dans le temps convenu. Je ferme mon compte je vais voir ailleurs"
2727,Déçue car j'ai acheté un article en…,2,2023-12-12 00:00:00+00:00,"Déçue car j'ai acheté un article en payant des frais pour l'avoir en 2jours, je devais donc le recevoir le samedi ( en commandant le jeudi) et là nous sommes mardi 12/12/2023 , ayant reçu un mail en me disant que c'était prévu pour le 11/12 ...et encore reçu un mail pour me dire que c'est pour le 12/12... L'envoi de mon colis n'était même pas fait lorsque que leur ai envoyé un mail pour dire mon mécontentement...et le comble c'est qu'ils l'ont déposé dans un point relais en disant qu'il n'y avait personne ça la maison alors que j'étais là ils n'ont même pas venu chez moi car j'attendais ma commande depuis samedi...",Negative,Customer Service,0,"Déçue car j'ai acheté un article en… Déçue car j'ai acheté un article en payant des frais pour l'avoir en 2jours, je devais donc le recevoir le samedi ( en commandant le jeudi) et là nous sommes mardi 12/12/2023 , ayant reçu un mail en me disant que c'était prévu pour le 11/12 ...et encore reçu un mail pour me dire que c'est pour le 12/12... L'envoi de mon colis n'était même pas fait lorsque que leur ai envoyé un mail pour dire mon mécontentement...et le comble c'est qu'ils l'ont déposé dans un point relais en disant qu'il n'y avait personne ça la maison alors que j'étais là ils n'ont même pas venu chez moi car j'attendais ma commande depuis samedi..."
2728,Délais de livraison modifier après blackdays.,1,2023-11-24 00:00:00+00:00,"J'ai effectué un achat pendant les blackdays avec un délais de livraison long par rapport à la concurrence mais correcte.Dés la fin des blackdays,je reçois un mail m'indiquant que les délais de livraison seront retardés je passe donc de article livré 1 semaine après commande à un mois.Le soucis c'est que les promos étant terminer si j'annule la commande et je vais chez un concurrent je serais perdant,je dois donc attendre et leur service client un coup il vous dise vous serez livrer dans les temps un coup on peut rien faire on avait plus les stocks !!!!!Méfiez vous si vous êtes pressé. Commande passer le 23 novembre je n ai toujours rien reçu.",Negative,Customer Service,0,"Délais de livraison modifier après blackdays. J'ai effectué un achat pendant les blackdays avec un délais de livraison long par rapport à la concurrence mais correcte.Dés la fin des blackdays,je reçois un mail m'indiquant que les délais de livraison seront retardés je passe donc de article livré 1 semaine après commande à un mois.Le soucis c'est que les promos étant terminer si j'annule la commande et je vais chez un concurrent je serais perdant,je dois donc attendre et leur service client un coup il vous dise vous serez livrer dans les temps un coup on peut rien faire on avait plus les stocks !!!!!Méfiez vous si vous êtes pressé. Commande passer le 23 novembre je n ai toujours rien reçu."
2729,Le site refuse les avis négatifs !,1,2023-12-12 00:00:00+00:00,"Le site bloque et ne publie pas les avis négatifs !! cela veut dire tromper le consommateur ! J'ai acheté une Tassimo my way spécialement pour sa fonction de réglage de température de la boisson . en réalité la boisson sort brulante même en mettant le réglage au minimum ! aucune différence entre les trois niveaux de température ! Cdiscount a refusé de publier mon avis!!!!!!!!! c'est hallucinant! En réponse : mon avis respecte bien les conditions générales.. j'ai juste voulu avertir les consommateurs de cette promesse non tenue de cette cafetière , mais vous avez refusé de publier mon avis!!! A quoi sert de nous demandez  notre avis sur le produit si vous cherchez que des avis positifs ???",Negative,Food,0,"Le site refuse les avis négatifs ! Le site bloque et ne publie pas les avis négatifs !! cela veut dire tromper le consommateur ! J'ai acheté une Tassimo my way spécialement pour sa fonction de réglage de température de la boisson . en réalité la boisson sort brulante même en mettant le réglage au minimum ! aucune différence entre les trois niveaux de température ! Cdiscount a refusé de publier mon avis!!!!!!!!! c'est hallucinant! En réponse : mon avis respecte bien les conditions générales.. j'ai juste voulu avertir les consommateurs de cette promesse non tenue de cette cafetière , mais vous avez refusé de publier mon avis!!! A quoi sert de nous demandez  notre avis sur le produit si vous cherchez que des avis positifs ???"
2730,Encore une fois je n'ai pas pu utiliser…,2,2023-12-11 00:00:00+00:00,"Encore une fois je n'ai pas pu utiliser les 5 euros de crédit carte c discount , le paiement ne passe soi disant pas et quand je fais l'achat sans mettre ce crédit ça fonctionne .....",Negative,Uncategorized,0,"Encore une fois je n'ai pas pu utiliser… Encore une fois je n'ai pas pu utiliser les 5 euros de crédit carte c discount , le paiement ne passe soi disant pas et quand je fais l'achat sans mettre ce crédit ça fonctionne ....."
2731,site facile à naviguer,5,2023-11-12 00:00:00+00:00,site facile à naviguer. On trouve facilement l'article que l'on cherche et après il est assez commode de passer sa commande.,Negative,Customer Service,1,site facile à naviguer site facile à naviguer. On trouve facilement l'article que l'on cherche et après il est assez commode de passer sa commande.
2732,Prix en général excessifs,2,2023-12-11 00:00:00+00:00,"Prix en général excessifs, facile de trouver mieux avec une simple recherche rapide
Transporteur en-dessous de tout",Neutral,Uncategorized,0,"Prix en général excessifs Prix en général excessifs, facile de trouver mieux avec une simple recherche rapide
Transporteur en-dessous de tout"
2733,sympa,5,2023-12-11 00:00:00+00:00,au top très content .,Neutral,Uncategorized,1,sympa au top très content .
2734,presentation produis toujours très…,5,2023-12-11 00:00:00+00:00,presentation produis toujours très detaillee,Negative,Uncategorized,1,presentation produis toujours très… presentation produis toujours très detaillee
2735,Cdiscount gâche le Noël de toute une famille,1,2023-12-08 00:00:00+00:00,"A l'attention de Damien,

Bonjour, 
Suite à votre à réponse. Cela est une empreinte mais j'ai bel et bien été débité et j'ai donc 591 euros de moins sur mon compte ! Je suis obligé d'attendre la levée automatique qui prend effet sous 15 jours. Info qui m'a été communiquée ce jour même par un manager. A part s'excuser cdiscount ne prend zn charge aucune demande ! Le manager me demande de transmettre le mail à ma banque. Mais la banque m'explique que c'est au site marchant de faire le nécessaire et il m'a ensuite conseillé de contacter floa bank qui me renvoi vers vous. Le manager ensuite me dit que c'est de ma responsabilité car je n'ai pas lu les conditions générales. A quoi j'ai répondu que si l'on fait une demande de paiement en plusieurs fois on ne s attend pas à être débité du montant global. Voici l'un de mes numéros de commandes qui vous donnera je pense accès à mon dossier.

291525938 - 2312081507TKEUQ

Cordialement.",Negative,Customer Service,0,"Cdiscount gâche le Noël de toute une famille A l'attention de Damien,

Bonjour, 
Suite à votre à réponse. Cela est une empreinte mais j'ai bel et bien été débité et j'ai donc 591 euros de moins sur mon compte ! Je suis obligé d'attendre la levée automatique qui prend effet sous 15 jours. Info qui m'a été communiquée ce jour même par un manager. A part s'excuser cdiscount ne prend zn charge aucune demande ! Le manager me demande de transmettre le mail à ma banque. Mais la banque m'explique que c'est au site marchant de faire le nécessaire et il m'a ensuite conseillé de contacter floa bank qui me renvoi vers vous. Le manager ensuite me dit que c'est de ma responsabilité car je n'ai pas lu les conditions générales. A quoi j'ai répondu que si l'on fait une demande de paiement en plusieurs fois on ne s attend pas à être débité du montant global. Voici l'un de mes numéros de commandes qui vous donnera je pense accès à mon dossier.

291525938 - 2312081507TKEUQ

Cordialement."
2736,Montre connectée samsung,4,2023-12-11 00:00:00+00:00,RAS rapide et prix correct,Neutral,Uncategorized,1,Montre connectée samsung RAS rapide et prix correct
2737,livraison rapide,4,2023-11-15 00:00:00+00:00,je commande sur ce site depuis des années et jamais décu,Negative,Customer Service,1,livraison rapide je commande sur ce site depuis des années et jamais décu
2739,livraison rapide.,5,2023-12-09 00:00:00+00:00,livraison rapide.,Neutral,Shipping,1,livraison rapide. livraison rapide.
2740,"Service SAV incompétent,",1,2023-11-04 00:00:00+00:00,"Service SAV incompétent,

Garantie vendeur sur produit électronique non respecter.
Un SAV qui dur depuis plus de deux mois et ce n'est pas finis, car ils ont réussi à perdre mon colis et tous les jours me demande une nouvelle justification pour mon colis Je dois meme prouver que j'ai bien envoyer à la bonne adresse alors que j'ai envoyer à l'adresse communiquer par mail j'ai le dépot avec la signature de la bonne reception mais apparemment ce n'est pas suffisant.
Chez Cdiscount le client est apparement de mauvaise foi et la réglementation sur les garanties des produits est baclé",Negative,Customer Service,0,"Service SAV incompétent, Service SAV incompétent,

Garantie vendeur sur produit électronique non respecter.
Un SAV qui dur depuis plus de deux mois et ce n'est pas finis, car ils ont réussi à perdre mon colis et tous les jours me demande une nouvelle justification pour mon colis Je dois meme prouver que j'ai bien envoyer à la bonne adresse alors que j'ai envoyer à l'adresse communiquer par mail j'ai le dépot avec la signature de la bonne reception mais apparemment ce n'est pas suffisant.
Chez Cdiscount le client est apparement de mauvaise foi et la réglementation sur les garanties des produits est baclé"
2741,respect des délais de livraison,1,2023-12-03 00:00:00+00:00,je n'ai toujours pas reçu ma dernière commande de deux rideaux elle semble bloquée chez le transporteur,Negative,Customer Service,0,respect des délais de livraison je n'ai toujours pas reçu ma dernière commande de deux rideaux elle semble bloquée chez le transporteur
2742,accès facile commande rapide,5,2023-12-11 00:00:00+00:00,accès facile commande rapide,Neutral,Customer Service,1,accès facile commande rapide accès facile commande rapide
2743,Il n'a pas repondu a mes questions,1,2023-11-12 00:00:00+00:00,Il n'a pas repondu a mes questions,Negative,Uncategorized,0,Il n'a pas repondu a mes questions Il n'a pas repondu a mes questions
2744,il y a aucune difficulté pour acheter…,5,2023-12-11 00:00:00+00:00,"il y a aucune difficulté pour acheter ou annuler le produit j'adore Cdiscount 
et j'ai eu pour l'instant aucun soucis avec mes commandes. merci",Negative,Customer Service,1,"il y a aucune difficulté pour acheter… il y a aucune difficulté pour acheter ou annuler le produit j'adore Cdiscount 
et j'ai eu pour l'instant aucun soucis avec mes commandes. merci"
2745,La malhonnêteté à son paroxysme,1,2023-12-11 00:00:00+00:00,"Suite a une commande et un retour en garantie, une vétusté a été appliquée ce qui est illégale en France. 
L'article était bien-sûr encore couvert par la garantie légale de 2 ans
Au final, je n'ai jamais été remboursé d'un seul euros.
Des voleurs !! A fuir !
Ps : En me connectant a mon compte CDISCOUNT afin de transmettre les pièces demandées par TRUSTPILOT, je me rends compte que mes échanges et mes commandes n'apparaissent plus dans mon compte ?
Hasard ?
Heureusement j'ai conservé les mails échangés avec le service client....
Ps : Un cheque m'aurait été envoyé par courrier que je n'ai évidemment jamais reçu ni encaissé !
Mise a jour :

Oui il s'agit bien de cette commande de 2012. Cela concernait une carte graphique retourné en Sav.
Dont j'attends toujours le remboursement.

Mise à jour du 13 février 2024 :
Bien sûr j'ai envoyé toutes les infos comme demandé et je n'ai plus eu de retour depuis le dernier message il y a presque deux mois.
Je comprends mieux l'ufc que choisir qui quand je suis allé les voir pour cette arnaque, m'ont précisé qu'aujourd'hui la majorité des plaintes qu'il recevait était lié à Cdiscount",Negative,Customer Service,0,"La malhonnêteté à son paroxysme Suite a une commande et un retour en garantie, une vétusté a été appliquée ce qui est illégale en France. 
L'article était bien-sûr encore couvert par la garantie légale de 2 ans
Au final, je n'ai jamais été remboursé d'un seul euros.
Des voleurs !! A fuir !
Ps : En me connectant a mon compte CDISCOUNT afin de transmettre les pièces demandées par TRUSTPILOT, je me rends compte que mes échanges et mes commandes n'apparaissent plus dans mon compte ?
Hasard ?
Heureusement j'ai conservé les mails échangés avec le service client....
Ps : Un cheque m'aurait été envoyé par courrier que je n'ai évidemment jamais reçu ni encaissé !
Mise a jour :

Oui il s'agit bien de cette commande de 2012. Cela concernait une carte graphique retourné en Sav.
Dont j'attends toujours le remboursement.

Mise à jour du 13 février 2024 :
Bien sûr j'ai envoyé toutes les infos comme demandé et je n'ai plus eu de retour depuis le dernier message il y a presque deux mois.
Je comprends mieux l'ufc que choisir qui quand je suis allé les voir pour cette arnaque, m'ont précisé qu'aujourd'hui la majorité des plaintes qu'il recevait était lié à Cdiscount"
2746,correcte,3,2023-10-06 00:00:00+00:00,super bien je recommande,Positive,Customer Service,0,correcte super bien je recommande
2747,SAV C DISCOUNT CATASTROPHIQUE,1,2023-12-01 00:00:00+00:00,Service après-vente CDISCOUNT CATASTROPHIQUE. Il y a eu 3 interventions d'un technicien (Leur prestataire Supporter) avec un changement d'une pièce (Délai d'attente de la pièce 2 mois) et à ce jour la machine à laver ne fonctionne toujours pas. Cdiscount ne veut pas procéder à un remboursement alors que la machine à laver présente un défaut qualité.,Negative,Customer Service,0,SAV C DISCOUNT CATASTROPHIQUE Service après-vente CDISCOUNT CATASTROPHIQUE. Il y a eu 3 interventions d'un technicien (Leur prestataire Supporter) avec un changement d'une pièce (Délai d'attente de la pièce 2 mois) et à ce jour la machine à laver ne fonctionne toujours pas. Cdiscount ne veut pas procéder à un remboursement alors que la machine à laver présente un défaut qualité.
2748,Tres rapide et compétitif au niveau prix,5,2023-11-12 00:00:00+00:00,ras Très rapide et compétitif au niveau prix,Neutral,Uncategorized,1,Tres rapide et compétitif au niveau prix ras Très rapide et compétitif au niveau prix
2749,aucun problème !,5,2023-12-11 00:00:00+00:00,aucun problème !,Negative,Customer Service,1,aucun problème ! aucun problème !
2750,J’ai passé commande d’une hotte en 2022…,1,2023-12-10 00:00:00+00:00,"J’ai passé commande d’une hotte en 2022 ( 2211300159HIREO), à sa place j’ai reçu une alarme Spiderman…
J’ai contacter le Sav, une nouvelle livraison à été effectuée, le service Sav m’a informé que je pouvais garder l’alarme. 
Quelques temps plus tard, j’ai commencé à être harcelé tout les jours par cdiscount… J’ai passé plusieurs heures  au téléphones expliquant le même problème a chaque fois avec des interlocuteurs différents  …
Finalement, on m’a demandé de faire le retour du colis ( alarme), j’ai effectué le retour…
Plusieurs mois plus tard , cette fois ci des services de recouvrement menaçant ont commencé à m’harceler . Une fois que j’envoie les preuves mon dossier est vendu à un autre service de recouvrement..
Je suis harcelé depuis 1 ans .
Je regrette d’avoir fait mon achat chez Cdiscount !!!
Le service Sav de Cdiscount est déplorable,",Negative,Electronics,0,"J’ai passé commande d’une hotte en 2022… J’ai passé commande d’une hotte en 2022 ( 2211300159HIREO), à sa place j’ai reçu une alarme Spiderman…
J’ai contacter le Sav, une nouvelle livraison à été effectuée, le service Sav m’a informé que je pouvais garder l’alarme. 
Quelques temps plus tard, j’ai commencé à être harcelé tout les jours par cdiscount… J’ai passé plusieurs heures  au téléphones expliquant le même problème a chaque fois avec des interlocuteurs différents  …
Finalement, on m’a demandé de faire le retour du colis ( alarme), j’ai effectué le retour…
Plusieurs mois plus tard , cette fois ci des services de recouvrement menaçant ont commencé à m’harceler . Une fois que j’envoie les preuves mon dossier est vendu à un autre service de recouvrement..
Je suis harcelé depuis 1 ans .
Je regrette d’avoir fait mon achat chez Cdiscount !!!
Le service Sav de Cdiscount est déplorable,"
2751,Comande facile,5,2023-12-10 00:00:00+00:00,Commande facile et aisé.,Negative,Customer Service,1,Comande facile Commande facile et aisé.
2752,Expérience décevante malgré une fidélité de vingt ans.,1,2023-12-05 00:00:00+00:00,"Client depuis deux décennies, j'ai récemment rencontré d'importants problèmes avec le service client de Cdiscount. Malgré une pause antérieure de mes achats chez eux en raison de problèmes similaires, j'ai décidé de donner une nouvelle chance à la société.

Après avoir signalé plusieurs pannes sur un lave-linge récemment acheté, l'expérience a été extrêmement décevante. J'ai ouvert sept dossiers, passé d'innombrables appels, et bien que le technicien de Supporter ait constaté des problèmes lors de sa première visite, les dossiers ont été systématiquement clos sans résolution.

Je me heurte à un manque de communication, un refus de prise en charge des garanties, et l'impossibilité de parler à un responsable. Cette situation est d'autant plus préoccupante que j'ai peur d'utiliser l'appareil en raison de fuites et de bruits métalliques inquiétants.

Même après avoir envoyé un courrier recommandé, aucune réponse n'a été reçue, soulignant le manque d'attention et de considération envers les préoccupations des clients.

Je suis toujours en période de garantie légale de 2 ans et que j'ai bénéficié d'une extension de garantie sur 5 ans. Suite à un échange avec Cdiscount, la personne au bout du fil a affirmé qu'une équipe dédiée me contacterait. Cependant, j'ai reçu un mail m'indiquant à tort que mon produit n'était plus sous garantie, 

Pour moi, cette expérience signifie la fin de mes achats chez Cdiscount. Je préfère investir chez des concurrents offrant un service client digne de confiance, même si cela signifie dépenser un peu plus.

--------------------------------------------------------

Cher Damien,

Je vous remercie pour votre réponse. Cependant, je tiens à souligner que malgré mes multiples appels depuis juillet et mes démarches auprès de CDiscount et du partenaire supporter, la situation n'a pas évolué. Les clôtures abusives de dossier et le manque de suivi me laissent dans une impasse.

Notamment, une équipe dédiée était censée me contacter sous 48 heures, ce qui n'a pas été le cas. Au lieu de cela, j'ai reçu un mail indiquant à tort l'expiration de ma garantie, une information erronée étant donné que je suis sous la garantie légale des deux ans et bénéficie d'une extension de cinq ans supplémentaires.

J'ai récemment signalé ces pratiques sur le site du gouvernement conso.gouv.fr, espérant une résolution rapide et équitable. Mon combat depuis juillet n'a malheureusement pas encore trouvé de solution concrète.

Cordialement,
------------------------------------------------------

Suite à mon premier avis sur le site, j'ai contacté la répression des fraudes pour intervenir dans le dossier avec Cdiscount. Après cette démarche, Cdiscount a proposé deux solutions : la reprise du lave-linge ou le remplacement par le même modèle.

Cependant, la procédure retour n'était pas claire. Le service client m'a indiqué qu'un transporteur passerait et que le remboursement serait de la totalité, incluant le prix du lave-linge, l'extension de garantie et les frais de livraison. J'ai opté pour le remplacement par un modèle identique.

Connaissant l'incompétence du service client, j'ai contacté le transporteur, il m'a informé qu'il n'y aurait pas d'échange, seulement une reprise. Cdiscount, sollicité pour clarification, n'a pas pu confirmer le remboursement total ni l'échange du lave-linge. 

========================================
Dernière mise à jour mardi 19 décembre 2023 :

Après avoir contacté le transporteur, j'ai annulé la procédure de reprise, le transporteur a confirmé qu'aucun échange de lave-linge n'était prévu, accentuant l'expérience décevante avec Cdiscount. Les contradictions sur les remboursements simultanés et l'échange/reprise m'ont conduit à cette annulation.

Je maintiendrai l'utilisation de l'appareil, préférant reporter toute démarche jusqu'à une éventuelle panne permanente sous garantie (juillet 2027). Cette décision découle de l'incompétence manifeste de Cdiscount et de leur partenaire Supporter.fr, ayant clos abusivement les dossiers.

Le geste commercial de 10 euros, bien que apprécié, semble disproportionné face aux préjudices subis. Des désagréments importants ne peuvent être compensés par une telle somme, soulevant des préoccupations sur la considération des problèmes rencontrés.

Gratitude envers la répression des fraudes, Damien de Cdiscount et ceux démontrant bonne foi. J'espère que cette expérience incitera Cdiscount à s'améliorer, en choisissant des prestataires compétents pour une expérience client plus positive.",Negative,Customer Service,0,"Expérience décevante malgré une fidélité de vingt ans. Client depuis deux décennies, j'ai récemment rencontré d'importants problèmes avec le service client de Cdiscount. Malgré une pause antérieure de mes achats chez eux en raison de problèmes similaires, j'ai décidé de donner une nouvelle chance à la société.

Après avoir signalé plusieurs pannes sur un lave-linge récemment acheté, l'expérience a été extrêmement décevante. J'ai ouvert sept dossiers, passé d'innombrables appels, et bien que le technicien de Supporter ait constaté des problèmes lors de sa première visite, les dossiers ont été systématiquement clos sans résolution.

Je me heurte à un manque de communication, un refus de prise en charge des garanties, et l'impossibilité de parler à un responsable. Cette situation est d'autant plus préoccupante que j'ai peur d'utiliser l'appareil en raison de fuites et de bruits métalliques inquiétants.

Même après avoir envoyé un courrier recommandé, aucune réponse n'a été reçue, soulignant le manque d'attention et de considération envers les préoccupations des clients.

Je suis toujours en période de garantie légale de 2 ans et que j'ai bénéficié d'une extension de garantie sur 5 ans. Suite à un échange avec Cdiscount, la personne au bout du fil a affirmé qu'une équipe dédiée me contacterait. Cependant, j'ai reçu un mail m'indiquant à tort que mon produit n'était plus sous garantie, 

Pour moi, cette expérience signifie la fin de mes achats chez Cdiscount. Je préfère investir chez des concurrents offrant un service client digne de confiance, même si cela signifie dépenser un peu plus.

--------------------------------------------------------

Cher Damien,

Je vous remercie pour votre réponse. Cependant, je tiens à souligner que malgré mes multiples appels depuis juillet et mes démarches auprès de CDiscount et du partenaire supporter, la situation n'a pas évolué. Les clôtures abusives de dossier et le manque de suivi me laissent dans une impasse.

Notamment, une équipe dédiée était censée me contacter sous 48 heures, ce qui n'a pas été le cas. Au lieu de cela, j'ai reçu un mail indiquant à tort l'expiration de ma garantie, une information erronée étant donné que je suis sous la garantie légale des deux ans et bénéficie d'une extension de cinq ans supplémentaires.

J'ai récemment signalé ces pratiques sur le site du gouvernement conso.gouv.fr, espérant une résolution rapide et équitable. Mon combat depuis juillet n'a malheureusement pas encore trouvé de solution concrète.

Cordialement,
------------------------------------------------------

Suite à mon premier avis sur le site, j'ai contacté la répression des fraudes pour intervenir dans le dossier avec Cdiscount. Après cette démarche, Cdiscount a proposé deux solutions : la reprise du lave-linge ou le remplacement par le même modèle.

Cependant, la procédure retour n'était pas claire. Le service client m'a indiqué qu'un transporteur passerait et que le remboursement serait de la totalité, incluant le prix du lave-linge, l'extension de garantie et les frais de livraison. J'ai opté pour le remplacement par un modèle identique.

Connaissant l'incompétence du service client, j'ai contacté le transporteur, il m'a informé qu'il n'y aurait pas d'échange, seulement une reprise. Cdiscount, sollicité pour clarification, n'a pas pu confirmer le remboursement total ni l'échange du lave-linge. 

========================================
Dernière mise à jour mardi 19 décembre 2023 :

Après avoir contacté le transporteur, j'ai annulé la procédure de reprise, le transporteur a confirmé qu'aucun échange de lave-linge n'était prévu, accentuant l'expérience décevante avec Cdiscount. Les contradictions sur les remboursements simultanés et l'échange/reprise m'ont conduit à cette annulation.

Je maintiendrai l'utilisation de l'appareil, préférant reporter toute démarche jusqu'à une éventuelle panne permanente sous garantie (juillet 2027). Cette décision découle de l'incompétence manifeste de Cdiscount et de leur partenaire Supporter.fr, ayant clos abusivement les dossiers.

Le geste commercial de 10 euros, bien que apprécié, semble disproportionné face aux préjudices subis. Des désagréments importants ne peuvent être compensés par une telle somme, soulevant des préoccupations sur la considération des problèmes rencontrés.

Gratitude envers la répression des fraudes, Damien de Cdiscount et ceux démontrant bonne foi. J'espère que cette expérience incitera Cdiscount à s'améliorer, en choisissant des prestataires compétents pour une expérience client plus positive."
2753,cool,5,2023-10-12 00:00:00+00:00,j'aime bien,Neutral,Uncategorized,1,cool j'aime bien
2754,j'avais un bon d'achat de 15 euros et…,2,2023-12-10 00:00:00+00:00,j'avais un bon d'achat de 15 euros et pas possible de le déduire,Negative,Uncategorized,0,j'avais un bon d'achat de 15 euros et… j'avais un bon d'achat de 15 euros et pas possible de le déduire
